fid,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,name_2,keep_for_od,trip_category,feature_source
28523,,"1426034102",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28524,,"1426034103",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""13D"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28525,,"1426034104",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""51"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28526,,"1426034105",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""23"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28527,,"1426034106",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""25"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28528,,"1426034107",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""25A"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28529,,"1426034108",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""27B"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28530,,"1426034109",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""27C"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28531,,"1426034110",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""27A"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28532,,"1426034111",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""27D"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28533,,"1426034112",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""30/31"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28534,,"1426034115",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""40X"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28535,,"1426034116",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""901"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28536,,"1426034117",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""902"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28537,,"1426034118",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""903"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28538,,"1426034119",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""904"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28539,,"1426034120",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""905"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28540,,"1426034121",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""906"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28541,,"1426034122",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""907"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28542,,"1426034123",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""908"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28543,,"1426034124",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""909"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28544,,"1426034125",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28545,,"1426034126",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""910"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28546,,"1426034127",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""911"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28547,,"1426034128",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""911X"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28548,,"1426034129",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28551,,"1426034132",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""20C"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28552,,"1426034133",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""20D"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28553,,"1426034134",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""21C"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28554,,"1426034135",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""21D"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28555,,"1426034136",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""21E"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28556,,"1426034137",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""17"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28557,,"1426034138",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""18"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28558,,"1426034139",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""22"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28559,,"1426034140",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""22B"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28560,,"1426034141",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""22A"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28561,,"1426034142",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""22C"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28562,,"1426034143",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""19A"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28563,,"1426034144",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""19B"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28564,,"1426034145",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""19C"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28565,,"1426034146",,,,,,,,school,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""802"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Education,polygon
28566,,"1426036673",WSC Net-Zero Warehouse,,,,,,,warehouse,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28567,,"1426037693",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""6"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28568,,"1426037694",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""6A"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28569,,"1426037695",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""7"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28570,,"1426037696",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""7A"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28571,,"1426037697",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""8"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28572,,"1426037698",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""8A"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28573,,"1426037699",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28574,,"1426037700",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28575,,"1426037701",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28576,,"1426037702",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28577,,"1426037703",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28578,,"1426037704",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28579,,"1426037705",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""2A"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28580,,"1426037706",,,,,,,,industrial,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:housenumber""=>""2"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel""",Iż-Żejtun,Yes,Commuting to work,polygon
28591,,"1426361233",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Iż-Żejtun,Yes,Others,polygon
28594,,"1426361241",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Iż-Żejtun,Yes,Others,polygon
28595,,"1426361242",,,,parking,,,,,,,,,,,,,,,,,,,,Iż-Żejtun,Yes,Others,polygon
28596,,"1426361247",,,,parking,,,,,,,,,,,,,,,,,,,,Iż-Żejtun,Yes,Others,polygon
28599,,"1426361274",The Canteen,,,restaurant,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Iż-Żejtun"",""addr:country""=>""MT"",""addr:postcode""=>""ŻTN 3000"",""addr:street""=>""Qasam Industrijali ta' Bulebel"",""mobile""=>""+356 9980 2394""",Iż-Żejtun,Yes,Recreation,polygon
28608,,"1426831450",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private"",""location""=>""outdoor"",""swimming_pool""=>""outdoor""",Iż-Żejtun,Yes,Recreation,polygon
28610,,"1426831453",,,,,,,,,,,,,,garden,,,,,,,,,"""access""=>""private"",""garden:type""=>""residential""",Iż-Żejtun,Yes,Recreation,polygon
28611,,"1426831460",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private"",""location""=>""outdoor"",""swimming_pool""=>""outdoor""",Iż-Żejtun,Yes,Recreation,polygon
28659,,"1447116143",,,,parking_space,,,,,,,,,,,,,,,,,,,,Iż-Żejtun,Yes,Others,polygon
28660,,"1447116144",,,,parking_space,,,,,,,,,,,,,,,,,,,,Iż-Żejtun,Yes,Others,polygon
28661,,"1447116145",,,,parking_space,,,,,,,,,,,,,,,,,,,,Iż-Żejtun,Yes,Others,polygon
28665,,"1447331981",,,,parking_space,,,,,,,,,,,,,,,,,,,,Iż-Żejtun,Yes,Others,polygon
28666,,"1447331982",Il-Knisja tal-Ispirtu s-Santu,,,place_of_worship,,,,yes,,,,,,,,,,,,,,,"""name:en""=>""Church of the Holy Spirit"",""religion""=>""christian""",Iż-Żejtun,Yes,Recreation,polygon
28667,,"1447334431",Ġnien il-Qawsalla,,,,,,,,,,,,,park,,,,,,,,,,Iż-Żejtun,Yes,Recreation,polygon
28668,,"1447334434",,,,fuel,,,,,,,,,,,,,,,,,,,,Iż-Żejtun,Yes,Personal Errands,polygon
28796,,"23391523",,,,,,,,,,,,,,pitch,,,,,,,soccer,,,Ħal Għaxaq,Yes,Recreation,polygon
28799,,"42448606",Lidl,,,,,,,yes,,,,,,,,,,,,supermarket,,,"""addr:city""=>""Ħal Għaxaq"",""addr:country""=>""MT"",""addr:street""=>""Tal-Barrani Road"",""brand""=>""Lidl"",""brand:wikidata""=>""Q151954"",""brand:wikipedia""=>""en:Lidl"",""opening_hours""=>""Su-We 07:00-19:00; Th-Sa 07:00-22:00"",""website""=>""https://www.lidl.com.mt/""",Ħal Għaxaq,Yes,Shopping,polygon
28800,,"43995887",,,,,,,,,,,,,,,,,,,,car,,,,Ħal Għaxaq,Yes,Shopping,polygon
28806,,"103145878",Knisja Parrokjali Marija Assunta,,,place_of_worship,,,,church,,,,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""religion""=>""christian"",""wikidata""=>""Q15958473""",Ħal Għaxaq,Yes,Recreation,polygon
28808,,"137632287",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
28814,,"137851649",Santu Kristu,,,place_of_worship,,,,chapel,,,,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""religion""=>""christian""",Ħal Għaxaq,Yes,Recreation,polygon
28815,,"138250604",,,,place_of_worship,,,,chapel,,,,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""religion""=>""christian""",Ħal Għaxaq,Yes,Recreation,polygon
28816,,"138250609",,,,,,,,,,,,,,park,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
28817,,"138250625",JCC,,,fuel,,,,,,,,,,,,,,,,,,,"""fuel:1_25""=>""no"",""fuel:diesel""=>""yes"",""fuel:electricity""=>""no"",""fuel:lpg""=>""no""",Ħal Għaxaq,Yes,Personal Errands,polygon
28828,,"138620468",Tal-Lira,,,,,,,,,,,,,,,,,,,convenience,,,,Ħal Għaxaq,Yes,Shopping,polygon
28830,,"138620474",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""customers"",""fee""=>""no"",""parking""=>""surface""",Ħal Għaxaq,Yes,Others,polygon
28831,,"138620526",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Ħal Għaxaq,Yes,Others,polygon
28841,,"150946685",Spazju Miftuħ għall-Familja,,,,,,,,,,,,,garden,,,,,,,,,"""name:en""=>""Open Space for the Family"",""name:mt""=>""Spazju Miftuħ għall-Familja"",""source:name""=>""Malta Government Gazette 21553""",Ħal Għaxaq,Yes,Recreation,polygon
28845,,"155210477",Skola Primarja Għaxaq,,,school,,,,,,,,,,,,,,,,,,,"""college""=>""San Benedittu"",""education""=>""primary"",""name:en""=>""Għaxaq Primary School"",""name:mt""=>""Skola Primarja Għaxaq"",""operator""=>""Gvern ta' Malta"",""operator:type""=>""government"",""operator:wikidata""=>""Q5589242""",Ħal Għaxaq,Yes,Education,polygon
28848,,"155550798",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Others,polygon
28870,,"223392831",,,,,,,,,,,,,,pitch,,,,,,,basketball,,,Ħal Għaxaq,Yes,Recreation,polygon
28886,,"225012119",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Ħal Għaxaq,Yes,Recreation,polygon
28889,,"308762696",Spazju Rikreattiv Emanuel Vassallo,,,,,,,,,,,,,playground,,,,,,,,,"""addr:city""=>""Ħal Għaxaq"",""addr:country""=>""MT""",Ħal Għaxaq,Yes,Recreation,polygon
28890,,"321340653",,,,,,,,,,,,,,playground,,,,,,,,,"""addr:city""=>""Ħal Għaxaq"",""addr:country""=>""MT""",Ħal Għaxaq,Yes,Recreation,polygon
28900,,"343688411",,,,,,,,school,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Education,polygon
28901,,"343688452",,,,,,,,school,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Education,polygon
28902,,"343951569",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Ħal Għaxaq,Yes,Recreation,polygon
28919,,"370462798",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Ħal Għaxaq,Yes,Recreation,polygon
28920,,"370462799",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Ħal Għaxaq,Yes,Recreation,polygon
28933,,"374905552",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Ħal Għaxaq,Yes,Recreation,polygon
28944,,"396444440",,,,,,,,industrial,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Commuting to work,polygon
28945,,"396444441",,,,,,,,industrial,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Commuting to work,polygon
28949,,"396444451",,,,,,,,industrial,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Commuting to work,polygon
28953,,"400119380",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
28961,,"444571622",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
28978,,"447433625",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
28988,,"448440136",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29018,,"458658683",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29019,,"462481279",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29039,,"482968515",,,,,,,,,,,,,,garden,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29042,,"487162863",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29043,,"487162864",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29049,,"492252292",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29070,,"497325247",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29081,,"543649174",,,,,,,,,,,,,,garden,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29082,,"543649175",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29084,,"627948453",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29085,,"628278830",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29086,,"631490254",,,,,,,,industrial,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Commuting to work,polygon
29087,,"669637450",,,,parking,,,,,,,,,,,,,,,,,,,,Ħal Għaxaq,Yes,Others,polygon
29089,,"671767002",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29092,,"683702723",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29109,,"763326425",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
29119,,"1095064372",,,,parking,,,,,,,,,,,,,,,,,,,"""capacity""=>""7"",""capacity:disabled""=>""1"",""parking""=>""street_side""",Ħal Għaxaq,Yes,Others,polygon
29120,,"1095064373",,,,parking,,,,,,,,,,,,,,,,,,,"""capacity""=>""7"",""capacity:disabled""=>""1"",""parking""=>""street_side""",Ħal Għaxaq,Yes,Others,polygon
29170,,"1229634264",,,,,,,,,,,,,,garden,,,,,,,,,"""garden:type""=>""residential""",Ħal Għaxaq,Yes,Recreation,polygon
29171,,"1229634265",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Ħal Għaxaq,Yes,Recreation,polygon
