fid,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,name_2,trip_category,keep_for_od,feature_source
12440,"2323309856",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12441,"2323310247",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12442,"10694587242",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12443,"2657904032",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12444,"5673052611",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12445,"4544627756",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12446,"10694563155",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12447,"10907365954",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12448,"7180861895",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12449,"5673052257",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12450,"10867745030",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12451,"7180861942",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12452,"5926487868",,,,,,,,,"""tourism""=>""zoo""",Is-Siġġiewi,Recreation,Yes,point
12453,"7725102637",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12454,"10867716263",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12455,"13347950491",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12456,"7242253981",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12457,"10933527946",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12458,"2686955887",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12459,"6080699445",Xaqqa Cliffs,,,,,,,,"""climbing""=>""crag"",""sport""=>""climbing""",Is-Siġġiewi,Others,Yes,point
12463,"12701860658",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12466,"3189299675",,lift_gate,,,,,,,"""bicycle""=>""no"",""foot""=>""no""",Is-Siġġiewi,Others,Yes,point
12467,"338286735",,lift_gate,,,,,,,"""bicycle""=>""no"",""foot""=>""no""",Is-Siġġiewi,Others,Yes,point
12468,"1276538959",,lift_gate,,,,,,,"""bicycle""=>""no"",""foot""=>""no""",Is-Siġġiewi,Others,Yes,point
12473,"2329447481",,,,,,,,,"""hazard""=>""dog""",Is-Siġġiewi,Others,Yes,point
12474,"3751377914",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12475,"1551601512",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12476,"1779351295",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12477,"2329447508",,,,,,,,,"""noexit""=>""yes""",Is-Siġġiewi,Others,Yes,point
12478,"6284230287",L-Akewdott tal-Fawwara,,,,,,,,"""name:en""=>""Fawwara Aqueduct"",""tourism""=>""attraction""",Is-Siġġiewi,Recreation,Yes,point
12479,"12357597324",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12480,"8393695274",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12481,"3463117669",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12482,"3796906533",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12483,"4849713922",Cart ruts,,,,,,,,"""designation""=>""Cart Ruts"",""historic""=>""archaeological_site"",""historic:civilization""=>""prehistoric""",Is-Siġġiewi,Recreation,Yes,point
12484,"2510068761",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12485,"7203166086",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12487,"1791774892",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12488,"4464789991",,,,,,,,,"""tourism""=>""attraction""",Is-Siġġiewi,Recreation,Yes,point
12489,"10727796189",,,,,,,,,"""direction""=>""90"",""tourism""=>""viewpoint""",Is-Siġġiewi,Recreation,Yes,point
12490,"338423594",Laferla,,,,,,,,"""natural""=>""peak""",Is-Siġġiewi,Recreation,Yes,point
12491,"261647687",Is-Salib tal-Għolja,,,,,,,,"""historic""=>""monument"",""name:en""=>""Laferla Cross"",""name:mt""=>""Is-Salib tal-Għolja"",""wikidata""=>""Q23682859"",""wikimedia_commons""=>""Category:Laferla Cross"",""wikipedia""=>""en:Laferla Cross""",Is-Siġġiewi,Recreation,Yes,point
12492,"5393476256",,,,,,,,,"""historic""=>""memorial"",""memorial""=>""statue""",Is-Siġġiewi,Recreation,Yes,point
12493,"5393476255",,,,,,,,,"""historic""=>""memorial"",""memorial""=>""statue""",Is-Siġġiewi,Recreation,Yes,point
12494,"1791774911",,,,,,,,,"""historic""=>""wayside_shrine""",Is-Siġġiewi,Recreation,Yes,point
12495,"1791774909",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12496,"7277244886",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12497,"8841834705",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12498,"3479093266",Madonna tal-Konsagrazzjoni Girgenti,,,,,,,,"""addr:city""=>""Is-Siġġiewi"",""addr:street""=>""Triq tal-Girgenti"",""amenity""=>""place_of_worship"",""contact:facebook""=>""https://www.facebook.com/madonna.konsagrazzjonigirgenti/"",""contact:instagram""=>""instagram.com/Madonnatalkonsagrazzjoni"",""denomination""=>""roman_catholic"",""email""=>""ourladyofconsecration@gmail.com"",""opening_hours""=>""24/7"",""religion""=>""christian"",""website""=>""https://www.ourladyofconsecration.org/""",Is-Siġġiewi,Recreation,Yes,point
12499,"3479182145",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12500,"2282639781",,,,,,,,,"""tourism""=>""viewpoint""",Is-Siġġiewi,Recreation,Yes,point
12501,"12613181517",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12502,"11748477041",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12505,"4582364533",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12506,"1510220899",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12507,"11748477052",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12508,"11748477009",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12511,"13173205399",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12512,"2657904107",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12513,"10694559203",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12514,"11601770425",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12515,"10694559201",Scrapped aircraft,,,,,,,,"""material""=>""metal"",""memorial""=>""aircraft"",""tourism""=>""attraction""",Is-Siġġiewi,Recreation,Yes,point
12517,"5556040614",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12518,"1667686727",,gate,,,,,,,"""access""=>""permissive""",Is-Siġġiewi,Others,Yes,point
12519,"11821235182",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12520,"5556040593",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12521,"12662199941",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12524,"6276155739",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12525,"6276155781",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12526,"1634203265",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12527,"12724428170",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12528,"13001566935",,,,,,,,survey_point,,Is-Siġġiewi,Others,Yes,point
12529,"13347918269",Shoku Asian Restaurant,,,,,,,,"""addr:city""=>""Is-Siġġiewi"",""addr:postcode""=>""LQA 3078"",""addr:street""=>""Triq Ħal Farruġ"",""amenity""=>""restaurant"",""contact:facebook""=>""https://www.facebook.com/profile.php?id=61567818093443"",""contact:instagram""=>""https://www.instagram.com/shokuasianrestaurant/?hl=en"",""cuisine""=>""asian"",""email""=>""jennifer.falzon@polidano-group.com"",""mobile""=>""+356 9900 3330"",""opening_hours""=>""Tu-Sa 18:00-23:00; Su 12:00-17:00""",Is-Siġġiewi,Recreation,Yes,point
12530,"13347918270",Malta Arena Polo / Island Polo Club Malta,,,,,,,,"""addr:city""=>""Is-Siġġiewi"",""addr:postcode""=>""LQA 3078"",""addr:street""=>""Triq Ħal Farruġ"",""club""=>""sport"",""contact:facebook""=>""https://www.facebook.com/islandpoloclubmalta"",""contact:instagram""=>""https://www.instagram.com/islandpoloclub/"",""email""=>""info@maltaarenapolo.com"",""mobile""=>""+356 7953 7550"",""sport""=>""polo;equestrian"",""website""=>""https://maltaarenapolo.com/""",Is-Siġġiewi,Others,Yes,point
12532,"13347918297",,gate,,,,,,,"""access""=>""permissive""",Is-Siġġiewi,Others,Yes,point
12533,"13347918298",,gate,,,,,,,"""access""=>""permissive""",Is-Siġġiewi,Others,Yes,point
12534,"13347918299",Rare Pub and Grill,,,,,,,,"""addr:city""=>""Is-Siġġiewi"",""addr:postcode""=>""LQA 3078"",""addr:street""=>""Triq Ħal Farruġ"",""amenity""=>""pub"",""brewery""=>""various"",""cuisine""=>""burger;pizza;pasta"",""mobile""=>""+356 7938 5805"",""opening_hours""=>""Mo-Fr 17:00-23:00; Sa 08:00-23:00; Su 08:00-17:00"",""website""=>""https://montekristo.com/rare-pub-grill/""",Is-Siġġiewi,Recreation,Yes,point
12535,"13347950319",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12536,"13347950354",Montekristo Animal Park,,,,,,,,"""addr:city""=>""Is-Siġġiewi"",""addr:postcode""=>""LQA 3078"",""addr:street""=>""Triq Ħal Farruġ"",""tourism""=>""zoo""",Is-Siġġiewi,Recreation,Yes,point
12537,"13347950372",Mythos,,,,,,,,"""addr:city""=>""Is-Siġġiewi"",""addr:postcode""=>""LQA 3078"",""addr:street""=>""Triq Ħal Farruġ"",""contact:facebook""=>""https://www.facebook.com/profile.php?id=61562173734886"",""contact:instagram""=>""https://www.instagram.com/mythos.complex"",""leisure""=>""fitness_centre"",""mobile""=>""+356 7944 4779"",""opening_hours""=>""Mo-Fr 05:00-22:00; Sa-Su 07:00-18:00"",""website""=>""https://mythos.com.mt""",Is-Siġġiewi,Recreation,Yes,point
12538,"13347950373",Massage2Go,,,,,,,,"""addr:city""=>""Is-Siġġiewi"",""addr:postcode""=>""LQA 3078"",""addr:street""=>""Triq Ħal Farruġ"",""mobile""=>""+356 7963 9815"",""opening_hours""=>""Mo-Fr 09:00-20:00"",""operator""=>""Hidden Garden Day Spa"",""shop""=>""massage"",""website""=>""https://www.hiddengardenspa.com/massage2go""",Is-Siġġiewi,Shopping,Yes,point
12539,"12662199905",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12540,"3979156156",Għar Ħanżir,,,,,,,,"""fee""=>""no"",""natural""=>""cave_entrance""",Is-Siġġiewi,Recreation,Yes,point
12541,"5022996524",,,,,,,,,"""amenity""=>""fuel""",Is-Siġġiewi,Personal Errands,Yes,point
12542,"2045815427",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12543,"260926435",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12544,"11428705736",,gate,,,,,,,,Is-Siġġiewi,Others,Yes,point
12546,"13347950428",Runway's Edge Tavola Calda and Pizzeria,,,,,,,,"""amenity""=>""restaurant""",Is-Siġġiewi,Recreation,Yes,point
12547,"13347950479",Thomas Smith Insurance Agency,,,,,,,,"""addr:city""=>""Ħal Luqa"",""addr:street""=>""Triq Ħal Farruġ"",""office""=>""insurance""",Is-Siġġiewi,Commuting to work,Yes,point
12548,"13347950480",SP Interior Design,,,,,,,,"""addr:city""=>""Ħal Luqa"",""addr:postcode""=>""LQA 3079"",""addr:street""=>""Triq Ħal Farruġ"",""shop""=>""furniture"",""website""=>""https://spinteriormt.com/""",Is-Siġġiewi,Shopping,Yes,point
12549,"13347950487",Kamra tan-Nar Sant' Andrija Luqa,,,,,,,works,"""name:en""=>""Saint Andrew's Band Fireworks Factory Luqa"",""works:type""=>""fireworks""",Is-Siġġiewi,Others,Yes,point
12550,"9216829607",Bow,,,,,,,,"""tourism""=>""attraction""",Il-Qrendi,Recreation,Yes,point
12551,"11160598309",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12552,"12701860576",,,,,,,,survey_point,,Il-Qrendi,Others,Yes,point
12553,"4352712463",Mini Inland Sea,,,,,,,,"""description""=>""Very small inland sea that can be accessed both from through the underwater passage or from the top of the hill."",""tourism""=>""attraction""",Il-Qrendi,Recreation,Yes,point
12554,"1276539137",,,,,,,,,"""historic""=>""archaeological_site"",""natural""=>""water"",""water""=>""reservoir""",Il-Qrendi,Recreation,Yes,point
12555,"4849713923",Misqa tanks,,,,,,,,"""designation""=>""Cart Ruts"",""historic""=>""archaeological_site"",""historic:civilization""=>""prehistoric"",""inscription""=>""water cistern""",Il-Qrendi,Recreation,Yes,point
12556,"7731099912",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12557,"12121500724",Mnajdra temple,,,,,,,,,Il-Qrendi,Others,Yes,point
12558,"6039345823",,entrance,,,,,,,,Il-Qrendi,Others,Yes,point
12559,"4352697578",Mnajdra Cove,,,,,,,,"""description""=>""This is a isolate cove worth visiting."",""natural""=>""bay""",Il-Qrendi,Recreation,Yes,point
12560,"2519989169",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12561,"1195636359",Memorial to Sir Walter Norris Congreve,,,,,,,,"""historic""=>""memorial"",""material""=>""stone"",""memorial""=>""stele""",Il-Qrendi,Recreation,Yes,point
12562,"2519989318",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12563,"8816571808",,,,,,,,survey_point,,Il-Qrendi,Others,Yes,point
12564,"6039345825",,,,,,,,,"""covered""=>""no"",""leisure""=>""picnic_table""",Il-Qrendi,Recreation,Yes,point
12566,"2687002101",,,,,,,,survey_point,,Il-Qrendi,Others,Yes,point
12567,"2928873902",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12568,"4352712394",,,,,,,,,"""description""=>""This sea cave can be snorkelled without any problem. It is not deep. Not suitable for divers since it is only 5-6 metres deep"",""natural""=>""cave_entrance""",Il-Qrendi,Recreation,Yes,point
12569,"1276538579",,entrance,,,,,,,"""entrance""=>""exit""",Il-Qrendi,Others,Yes,point
12570,"13308653038",,,,,,,,telescope,"""telescope:type""=>""optical""",Il-Qrendi,Others,Yes,point
12571,"13532493724",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12572,"3304414704",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12573,"3785782160",Dolmen,,,,,,,,"""historic""=>""archaeological_site""",Il-Qrendi,Recreation,Yes,point
12574,"13158373771",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12575,"13197709286",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12576,"258583076",,,,,,,,,"""crossing""=>""informal""",Il-Qrendi,Others,Yes,point
12577,"2698090415",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12578,"540339236",,,,,,,,,"""tourism""=>""viewpoint""",Il-Qrendi,Recreation,Yes,point
12587,"5017563793",,,,,,,,,"""denomination""=>""roman_catholic"",""historic""=>""wayside_shrine"",""religion""=>""christian""",Il-Qrendi,Recreation,Yes,point
12588,"2688726044",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12589,"3431114110",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12590,"3431993290",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12593,"5305950755",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12597,"5257135028",,,,,,,,,"""noexit""=>""yes""",Il-Qrendi,Others,Yes,point
12598,"5257133365",,,,,,,,,"""historic""=>""memorial""",Il-Qrendi,Recreation,Yes,point
12600,"5227575986",,,,,,,,,"""historic""=>""memorial"",""memorial""=>""statue""",Il-Qrendi,Recreation,Yes,point
12603,"6380066972",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12604,"7277588607",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12606,"8530978900",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12607,"8530978908",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12610,"12043328450",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12611,"12043328477",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12612,"12652190147",,bollard,,,,,,,,Il-Qrendi,Others,Yes,point
12614,"13158373796",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12615,"13654149602",,,,,,,,survey_point,,Il-Qrendi,Others,Yes,point
12616,"8781241749",,,,,,,,,"""bench""=>""yes"",""covered""=>""no"",""leisure""=>""picnic_table"",""material""=>""wood""",Il-Qrendi,Recreation,Yes,point
12617,"8781241750",,,,,,,,,"""bench""=>""yes"",""covered""=>""no"",""leisure""=>""picnic_table"",""material""=>""wood""",Il-Qrendi,Recreation,Yes,point
12618,"8781241751",,,,,,,,,"""bench""=>""yes"",""covered""=>""no"",""leisure""=>""picnic_table"",""material""=>""wood""",Il-Qrendi,Recreation,Yes,point
12619,"8781241752",,,,,,,,,"""bench""=>""yes"",""covered""=>""no"",""leisure""=>""picnic_table"",""material""=>""wood""",Il-Qrendi,Recreation,Yes,point
12620,"8781241753",,,,,,,,,"""bench""=>""yes"",""covered""=>""no"",""leisure""=>""picnic_table"",""material""=>""wood""",Il-Qrendi,Recreation,Yes,point
12621,"3357659736",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12622,"1523285023",,,,,,,,,"""leisure""=>""slipway""",Il-Qrendi,Recreation,Yes,point
12623,"4905860021",,,,,,,,,"""description""=>""Tickets for Blue Grotto"",""shop""=>""ticket""",Il-Qrendi,Shopping,Yes,point
12624,"6688469745",Blue Grotto Trips,,,,,,,,"""phone""=>""35621640058"",""tourism""=>""attraction""",Il-Qrendi,Recreation,Yes,point
12625,"7014902785",Step in pizzeria,,,,,,,,"""amenity""=>""restaurant""",Il-Qrendi,Recreation,Yes,point
12626,"1664677470",,,,,,,,,"""noexit""=>""yes""",Il-Qrendi,Others,Yes,point
12627,"6688531886",Coast @ Cassarini Restaurant,,,,,,,,"""addr:postcode""=>""QRD 3043"",""addr:street""=>""Triq is-Sajjieda"",""amenity""=>""restaurant"",""cuisine""=>""italian;mediterranean"",""mobile""=>""+356 2099 7911"",""opening_hours""=>""Mo-Su 12:00-15:00,19:00-22:30"",""website""=>""https://coast.com.mt/""",Il-Qrendi,Recreation,Yes,point
12628,"7238040935",Blue Cave Bar and Restaurant,,,,,,,,"""amenity""=>""bar""",Il-Qrendi,Recreation,Yes,point
12629,"1838587125",,,,,,,,,"""amenity""=>""toilets"",""fee""=>""no"",""wheelchair""=>""limited""",Il-Qrendi,Personal Errands,Yes,point
12631,"2389200361",,,,,,,,,"""noexit""=>""yes""",Il-Qrendi,Others,Yes,point
12632,"4769836226",,,,,,,,,"""tourism""=>""viewpoint""",Il-Qrendi,Recreation,Yes,point
12633,"3964121682",,,,,,,,,"""denomination""=>""roman_catholic"",""historic""=>""wayside_shrine"",""image""=>""https://www.flickr.com/photos/33766294@N03/24559838435"",""inscription""=>""MONS. ARCISKOF D. MIKIEL GONZI B'DIGRIET. TAT-13 TA DICEMBRU 1950 JIKKONCE DI 200 JUM INDULGENZA CHALMIN JIRRECITA BIDDE VOZIONI SALVE REGINA"",""religion""=>""christian""",Il-Qrendi,Recreation,Yes,point
12634,"7283724858",Sottozero,,,,,,,,"""air_conditioning""=>""yes"",""amenity""=>""ice_cream"",""diet:vegan""=>""yes"",""indoor_seating""=>""yes"",""outdoor_seating""=>""yes"",""smoking""=>""outside"",""wheelchair""=>""yes""",Il-Qrendi,Recreation,Yes,point
12635,"2619449286",,,,,,,,,"""amenity""=>""restaurant""",Il-Qrendi,Recreation,Yes,point
12636,"1664677428",,,,,,,,survey_point,,Il-Qrendi,Others,Yes,point
12637,"8450187934",,,,,,,,,"""amenity""=>""police""",Il-Qrendi,Personal Errands,Yes,point
12638,"4909527724",,,,,,,,,"""tourism""=>""viewpoint""",Il-Qrendi,Recreation,Yes,point
12639,"2852093661",,,,,,,,,"""noexit""=>""yes""",Il-Qrendi,Others,Yes,point
12641,"12479973622",,,,,,,,survey_point,"""survey_point:structure""=>""cairn""",Il-Qrendi,Others,Yes,point
12642,"13649944633",Azul,,,,,,,,"""air_conditioning""=>""yes"",""amenity""=>""restaurant"",""diet:vegetarian""=>""yes"",""indoor_seating""=>""yes"",""outdoor_seating""=>""no"",""smoking""=>""no""",Il-Qrendi,Recreation,Yes,point
12643,"386588535",Il Maqluba,,,,,,,,"""tourism""=>""viewpoint""",Il-Qrendi,Recreation,Yes,point
12644,"5305950748",Kazin Partit Nazzjonalista,,,,,,,,"""office""=>""political_party""",Il-Qrendi,Commuting to work,Yes,point
12645,"5257133362",,,,,,,,,"""amenity""=>""bar""",Il-Qrendi,Recreation,Yes,point
12646,"5305950814",,,,"2",,,,,"""information""=>""guidepost"",""operator""=>""MTA"",""tourism""=>""information""",Il-Qrendi,Recreation,Yes,point
12647,"5257133364",,,,,,,,,"""access""=>""yes"",""amenity""=>""toilets"",""female""=>""yes"",""toilets:disposal""=>""flush""",Il-Qrendi,Personal Errands,Yes,point
12648,"5257133363",,,,,,,,,"""amenity""=>""toilets"",""male""=>""yes"",""toilets:disposal""=>""flush""",Il-Qrendi,Personal Errands,Yes,point
12649,"5227576013",,,,,,,,,"""historic""=>""memorial"",""memorial""=>""statue""",Il-Qrendi,Recreation,Yes,point
12652,"5227576008",,,,,,,,,"""historic""=>""memorial"",""memorial""=>""statue""",Il-Qrendi,Recreation,Yes,point
12653,"5227575981",,,,,,,,,"""amenity""=>""telephone"",""booth""=>""K6"",""colour""=>""red"",""covered""=>""booth""",Il-Qrendi,Personal Errands,Yes,point
12654,"5227576006",,bollard,,,,,,,,Il-Qrendi,Others,Yes,point
12655,"5305950758",Omajco Cleaners,,,,,,,,"""shop""=>""yes""",Il-Qrendi,Shopping,Yes,point
12656,"5227575975",,bollard,,,,,,,,Il-Qrendi,Others,Yes,point
12657,"5305950789",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Il-Qrendi,Personal Errands,Yes,point
12658,"5305950734",Qrendi War Memorial,,,,,,,,"""historic""=>""memorial"",""inscription""=>""19 February 1995""",Il-Qrendi,Recreation,Yes,point
12659,"5305950787",Paypel,,,,,,,,"""shop""=>""stationery""",Il-Qrendi,Shopping,Yes,point
12660,"5305950788",Papel,,,,,,,,"""amenity""=>""post_office"",""description""=>""Sub Post Office""",Il-Qrendi,Personal Errands,Yes,point
12661,"5305950733",,,,,,,,,"""playground""=>""swing""",Il-Qrendi,Others,Yes,point
12662,"5305950731",,,,,,,,,"""access""=>""yes"",""leisure""=>""playground""",Il-Qrendi,Recreation,Yes,point
12664,"5305950732",,,,,,,,,"""playground""=>""swing""",Il-Qrendi,Others,Yes,point
12666,"5305950760",,,,,,,,,"""historic""=>""memorial"",""memorial""=>""statue""",Il-Qrendi,Recreation,Yes,point
12673,"1423146632",Ta' 31 Maltese Restaurant,,,,,,,,"""amenity""=>""restaurant"",""cuisine""=>""Maltese""",Il-Qrendi,Recreation,Yes,point
12675,"5227575969",Mapfre,,,,,,,,"""brand""=>""Mapfre"",""brand:wikidata""=>""Q544532"",""brand:wikipedia""=>""en:Mapfre"",""office""=>""insurance""",Il-Qrendi,Commuting to work,Yes,point
12676,"5305950815",,,,Sibit 1,,,,,"""information""=>""guidepost"",""operator""=>""MTA"",""tourism""=>""information""",Il-Qrendi,Recreation,Yes,point
12677,"5638250721",Paul & Mark,,,,,,,,"""shop""=>""supermarket""",Il-Qrendi,Shopping,Yes,point
12678,"5638250821",,,,,,,,,"""shop""=>""greengrocer""",Il-Qrendi,Shopping,Yes,point
12679,"5638250822",,,,,,,,,"""shop""=>""pet""",Il-Qrendi,Shopping,Yes,point
12680,"5638250823",il-Grokk,,,,,,,,"""amenity""=>""bar""",Il-Qrendi,Recreation,Yes,point
12692,"4520183889",BestPrint,,,,,,,,"""shop""=>""copyshop""",Il-Qrendi,Shopping,Yes,point
12694,"2862055275",,,,,,,,,"""access""=>""yes"",""addr:city""=>""Il-Qrendi"",""addr:country""=>""MT"",""leisure""=>""playground""",Il-Qrendi,Recreation,Yes,point
12695,"2863609638",,,,,,,,,"""power""=>""transformer""",Il-Qrendi,Others,Yes,point
12703,"1779351298",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12704,"5673052290",,,,,,,,survey_point,,Il-Qrendi,Others,Yes,point
12707,"11041545585",Matched to PAMAPSERVER centre roundabout,,,,,,,survey_point,,Il-Qrendi,Others,Yes,point
12710,"13001566947",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12711,"13158373791",,,,,,,,survey_point,,Il-Qrendi,Others,Yes,point
12712,"13308653003",,,,,,,,telescope,,Il-Qrendi,Others,Yes,point
12713,"12804178587",,,,,,,,survey_point,"""material""=>""concrete"",""survey_point:structure""=>""pillar""",Il-Qrendi,Others,Yes,point
12714,"13308557456",,,,,,,,survey_point,,Il-Qrendi,Others,Yes,point
12715,"13308650496",,,,,,,,,"""amenity""=>""ticket_validator""",Il-Qrendi,Others,Yes,point
12716,"1276538962",,,,,,,,survey_point,,Il-Qrendi,Others,Yes,point
12717,"261719225",,entrance,,,,,,,"""bicycle""=>""no"",""foot""=>""yes""",Il-Qrendi,Others,Yes,point
12718,"464709168",,,,,,,,,"""disused:amenity""=>""restaurant""",Il-Qrendi,Others,Yes,point
12719,"9091783588",,bollard,,,,,,,"""bollard""=>""removable""",Il-Qrendi,Others,Yes,point
12720,"6041230574",4D Presentation,,,,,,,,"""amenity""=>""cinema"",""opening_hours""=>""Mo-Su 09:00-17:00"",""wheelchair""=>""yes""",Il-Qrendi,Recreation,Yes,point
12721,"6041230581",,,,,,,,,"""entrance""=>""exit""",Il-Qrendi,Others,Yes,point
12722,"6041230580",,,,,,,,,"""entrance""=>""main""",Il-Qrendi,Others,Yes,point
12723,"6041230579",Il-Park Arkeoloġiku ta' Ħaġar Qim u l-Imnajdra,,,,,,,,"""opening_hours""=>""Mo-Su 09:00-17:00"",""payment:credit_cards""=>""yes"",""payment:debit_cards""=>""yes"",""shop""=>""ticket"",""wheelchair""=>""yes""",Il-Qrendi,Shopping,Yes,point
12725,"8749638878",Euronet,,,,,,,,"""amenity""=>""atm"",""brand""=>""Euronet"",""brand:wikidata""=>""Q5412010"",""brand:wikipedia""=>""en:Euronet Worldwide"",""cash_in""=>""yes"",""check_date""=>""2024-11-15"",""level""=>""0"",""opening_hours""=>""24/7"",""operator""=>""Euronet"",""operator:wikidata""=>""Q5412010"",""operator:wikipedia""=>""en:Euronet Worldwide"",""wheelchair""=>""yes""",Il-Qrendi,Personal Errands,Yes,point
12726,"6483868634",Il-Park Arkeoloġiku ta' Ħaġar Qim u l-Imnajdra,,,,,,,,"""opening_hours""=>""Mo-Su 09:00-17:00"",""payment:credit_cards""=>""yes"",""payment:debit_cards""=>""yes"",""shop""=>""gift"",""wheelchair""=>""yes""",Il-Qrendi,Shopping,Yes,point
12727,"13308557438",,,,,,,,survey_point,,Il-Qrendi,Others,Yes,point
12728,"1276539064",,,,,,,,,"""amenity""=>""toilets"",""changing_table""=>""yes"",""check_date""=>""2025-04-19"",""check_date:wheelchair""=>""2025-04-19"",""fee""=>""no"",""wheelchair""=>""yes""",Il-Qrendi,Personal Errands,Yes,point
12729,"5854444387",,,,,,,,,"""amenity""=>""water_point""",Il-Qrendi,Others,Yes,point
12730,"12630821226",,,,,,,,survey_point,,Il-Qrendi,Others,Yes,point
12731,"3152699392",,gate,,,,,,,,Il-Qrendi,Others,Yes,point
12737,"13649503980",,,,,,,,monitoring_station,"""monitoring:weather""=>""yes""",Il-Qrendi,Others,Yes,point
