fid,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,name_2,trip_category
22149,"5269467554",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Ħal Lija,Others
22150,"5269467555",,,,,,,,,"""amenity""=>""telephone""",Ħal Lija,Others
22151,"12192948422",,,stop,,,,,,"""direction""=>""forward""",Ħal Lija,Others
22153,"330425221",,,crossing,,,,,,"""crossing:markings""=>""yes"",""crossing:signals""=>""no""",Ħal Lija,Others
22154,"4716156904",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22155,"3767390436",Ħal Lija - Wiji,,bus_stop,"1289",,,,,"""alt_name""=>""Ħal Lija - Wiġi"",""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Ħal Lija,Others
22156,"5026550881",Ħal Lija - Wiji,,,,,,,,"""alt_name""=>""Ħal Lija - Wiġi"",""bus""=>""yes"",""public_transport""=>""stop_position""",Ħal Lija,Others
22157,"7968704326",,,,"412",,,,,"""amenity""=>""post_box"",""collection_times""=>""Mo-Fr 17:15, Sa 12:30"",""drive_through""=>""no"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""royal_cypher""=>""no"",""website""=>""https://www.maltapost.com""",Ħal Lija,Others
22158,"5021913965",Ħal Lija - Preca,,bus_stop,"6214",,,,,"""bench""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Ħal Lija,Others
22159,"5026746321",Ħal Lija - Preca,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Ħal Lija,Others
22160,"8387155424",,gate,,,,,,,,Ħal Lija,Others
22161,"11105772047",Ħal Mann,,,,,,locality,,,Ħal Lija,Others
22162,"12673608271",,,,,,,,,"""historic""=>""memorial"",""memorial""=>""plaque""",Ħal Lija,Others
22163,"12886164314",Ta' Bajdun,,,,,,locality,,,Ħal Lija,Others
22164,"12886164315",Tad-Daħla,,,,,,locality,,,Ħal Lija,Others
22165,"12886164316",Tal-Bomba,,,,,,locality,,,Ħal Lija,Others
22166,"13084306202",,gate,,,,,,,,Ħal Lija,Others
22167,"13084306204",,gate,,,,,,,,Ħal Lija,Others
22168,"2798863135",Supercar Hire,,,,,,,,"""amenity""=>""car_rental"",""contact:facebook""=>""https://www.facebook.com/Supercar-Hire-200910826612027/""",Ħal Lija,Others
22169,"13202586089",,,,,,,,storage_tank,"""content""=>""lpgm_falzon""",Ħal Lija,Others
22170,"13202586090",,,,,,,,storage_tank,"""content""=>""lpgm_falzon""",Ħal Lija,Others
22171,"13202586100",,,,,,,,,"""power""=>""substation""",Ħal Lija,Others
22174,"1651675793",,,turning_circle,,,,,,,Ħal Lija,Others
22175,"10696675568",,,,,,,,,"""building""=>""roof"",""generator:method""=>""photovoltaic"",""generator:output:electricity""=>""yes"",""generator:source""=>""solar"",""generator:type""=>""solar_photovoltaic_panel"",""layer""=>""1"",""power""=>""generator""",Ħal Lija,Others
22176,"10696675567",,,,,,,,,"""building""=>""roof"",""generator:method""=>""photovoltaic"",""generator:output:electricity""=>""yes"",""generator:source""=>""solar"",""generator:type""=>""solar_photovoltaic_panel"",""layer""=>""1"",""power""=>""generator""",Ħal Lija,Others
22177,"10696675566",,,,,,,,,"""building""=>""roof"",""generator:method""=>""photovoltaic"",""generator:output:electricity""=>""yes"",""generator:source""=>""solar"",""generator:type""=>""solar_photovoltaic_panel"",""layer""=>""1"",""power""=>""generator""",Ħal Lija,Others
22178,"10696675565",,,,,,,,,"""building""=>""roof"",""generator:method""=>""photovoltaic"",""generator:output:electricity""=>""yes"",""generator:source""=>""solar"",""generator:type""=>""solar_photovoltaic_panel"",""layer""=>""1"",""power""=>""generator""",Ħal Lija,Others
22179,"10696675564",,,,,,,,,"""building""=>""roof"",""generator:method""=>""photovoltaic"",""generator:output:electricity""=>""yes"",""generator:source""=>""solar"",""generator:type""=>""solar_photovoltaic_panel"",""layer""=>""1"",""power""=>""generator""",Ħal Lija,Others
22180,"10696675563",,,,,,,,,"""building""=>""roof"",""generator:method""=>""photovoltaic"",""generator:output:electricity""=>""yes"",""generator:source""=>""solar"",""generator:type""=>""solar_photovoltaic_panel"",""layer""=>""1"",""power""=>""generator""",Ħal Lija,Others
22181,"10696675562",,,,,,,,,"""building""=>""roof"",""generator:method""=>""photovoltaic"",""generator:output:electricity""=>""yes"",""generator:source""=>""solar"",""generator:type""=>""solar_photovoltaic_panel"",""layer""=>""1"",""power""=>""generator""",Ħal Lija,Others
22182,"5026550902",,,,,,,,,"""amenity""=>""waste_basket"",""waste""=>""trash""",Ħal Lija,Others
22183,"5026550903",,,,,,,,,"""amenity""=>""bench""",Ħal Lija,Others
22184,"2798800158",Ħal Balzan - Valentin,,bus_stop,"2445",,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Ħal Lija,Others
22185,"2798863134",Percius Car Hire,,,,,,,,"""amenity""=>""car_rental"",""operator""=>""Percius""",Ħal Lija,Others
22186,"12716830518",,,,,,,,survey_point,,Ħal Lija,Others
22187,"13038779290",,,,,,,,,"""entrance""=>""yes""",Ħal Lija,Others
22188,"12622852904",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Ħal Lija,Others
22189,"8108465947",,,,,,,,water_well,"""historic""=>""yes"",""pump""=>""manual"",""pump:style""=>""historic""",Ħal Lija,Others
22191,"8108465946",,,,,,,,,"""traffic_calming""=>""hump""",Ħal Lija,Others
22192,"8108465944",,,,,,,,,"""amenity""=>""atm"",""operator""=>""Bank of Valletta plc"",""wheelchair""=>""yes""",Ħal Lija,Others
22193,"8108465941",Soċjetà Filarmonika San Pio X,,,,,,,,"""club""=>""band"",""social_facility""=>""social_club""",Ħal Lija,Others
22195,"8108465945",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""colour""=>""brown"",""material""=>""wood""",Ħal Lija,Others
22196,"8108465951",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""colour""=>""brown"",""material""=>""wood""",Ħal Lija,Others
22198,"8108465948",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""colour""=>""brown"",""material""=>""wood""",Ħal Lija,Others
22199,"8108465952",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""colour""=>""brown"",""material""=>""wood""",Ħal Lija,Others
22200,"8108465953",,,,,,,,,"""access""=>""yes"",""amenity""=>""toilets"",""female""=>""yes"",""wheelchair""=>""no""",Ħal Lija,Others
22201,"8108465950",,,,,,,,,"""access""=>""yes"",""amenity""=>""toilets"",""male""=>""yes"",""wheelchair""=>""no""",Ħal Lija,Others
22202,"8108465943",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""colour""=>""brown"",""material""=>""wood""",Ħal Lija,Others
22203,"8108465942",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""colour""=>""brown"",""material""=>""wood""",Ħal Lija,Others
22204,"8108465949",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""colour""=>""brown"",""material""=>""wood""",Ħal Lija,Others
22206,"3678514908",Ħal Lija,,,,,,village,,"""alt_name:it""=>""Casal Lia"",""name:ar""=>""لیا"",""name:en""=>""Lija"",""name:it""=>""Lia"",""name:uk""=>""Лія"",""population""=>""3070"",""wikidata""=>""Q782049"",""wikimedia_commons""=>""Category:Lija"",""wikipedia""=>""en:Lija""",Ħal Lija,Others
22207,"5026746343",Ħal Lija - Tabor,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Ħal Lija,Others
22209,"11900291381",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22210,"2798856610",Ħal Lija - Tabor,,bus_stop,"3625",,,,,"""bench""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Ħal Lija,Others
22211,"11900291380",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22212,"11900291379",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22213,"11900291378",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22214,"5269467604",,gate,,,,,,,,Ħal Lija,Others
22215,"13084306707",,gate,,,,,,,,Ħal Lija,Others
22216,"13266718604",,,,,,,,,"""amenity""=>""telephone""",Ħal Lija,Others
22217,"11900291377",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22218,"11900291382",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22219,"11900291383",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22220,"11900291384",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22221,"11900291372",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22222,"11900291385",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22223,"11900291373",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22224,"11900291374",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22225,"11900291375",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22226,"11900291376",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22227,"601530374",Ħal Lija - Lija,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Ħal Lija,Others
22228,"4245131011",Ħal Lija - Lija,,bus_stop,"1290",,,,,"""bench""=>""no"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Ħal Lija,Others
22229,"11900291386",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22231,"11900291387",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22232,"11900291388",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22233,"11900291389",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22234,"11900291390",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22235,"11900291391",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22236,"2550385823",,,crossing,,,,,,"""crossing""=>""zebra"",""crossing:island""=>""no""",Ħal Lija,Others
22237,"11900291392",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22238,"11900291393",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22239,"12276882947",,,,,,,,,"""amenity""=>""waste_basket"",""waste""=>""dog_excrement""",Ħal Lija,Others
22240,"60958738",,,crossing,,,,,,"""crossing:markings""=>""yes"",""crossing:signals""=>""no""",Ħal Lija,Others
22241,"5292188372",,,crossing,,,,,,"""crossing""=>""zebra""",Ħal Lija,Others
22242,"3610977498",Ħal Lija - Ċimiterju,,bus_stop,"1274",,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""no"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Ħal Lija,Others
22243,"330425208",Ħal Lija - Ċimiterju,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Ħal Lija,Others
22244,"5054296060",,,stop,,,,,,"""direction""=>""forward""",Ħal Lija,Others
22245,"5054296058",,,stop,,,,,,"""direction""=>""forward""",Ħal Lija,Others
22246,"9450350074",,kerb,,,,,,,"""kerb""=>""raised""",Ħal Lija,Others
22247,"9450350076",,,crossing,,,,,,"""crossing""=>""marked"",""crossing:markings""=>""yes""",Ħal Lija,Others
22248,"10653868519",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Ħal Lija,Others
22249,"12716758450",,,,,,,,survey_point,,Ħal Lija,Others
22250,"5044658181",Ħal Lija - Portelli,,bus_stop,"1275",,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Ħal Lija,Others
22252,"1973186011",Il-Mosta - Technopark 4,,bus_stop,"2538",,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""check_date:shelter""=>""2023-01-04"",""departures_board""=>""realtime"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Ħal Lija,Others
22253,"5039906218",Il-Mosta - Technopark 4,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Ħal Lija,Others
22255,"5039906217",Il-Mosta - Technopark 3,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Ħal Lija,Others
22256,"5021913948",Il-Mosta - Technopark 3,,bus_stop,"2537",,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""check_date:shelter""=>""2023-01-04"",""departures_board""=>""realtime"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Ħal Lija,Others
22257,"6310455310",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22258,"6310455309",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22259,"6310455308",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22260,"6310455307",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22261,"6310455306",,,,,,,,,"""natural""=>""tree""",Ħal Lija,Others
22262,"6135123389",,gate,,,,,,,,Ħal Lija,Others
22263,"11778888377",,,give_way,,,,,,"""direction""=>""forward""",Ħal Lija,Others
22264,"6135123388",,gate,,,,,,,,Ħal Lija,Others
22266,"13084305924",,,give_way,,,,,,"""direction""=>""forward""",Ħal Lija,Others
22269,"8506705913",,gate,,,,,,,,Il-Mosta,Others
22270,"2299782311",,gate,,,,,,,,Il-Mosta,Others
22272,"1438570979",Il-Mosta - Għarusa,,bus_stop,"1214",,,,,"""bench""=>""yes"",""bin""=>""yes"",""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Il-Mosta,Others
22273,"12612987064",,,stop,,,,,,"""direction""=>""forward""",Il-Mosta,Others
22274,"4576722323",,gate,,,,,,,,Il-Mosta,Others
22275,"3768512413",,gate,,,,,,,,Il-Mosta,Others
22276,"3578708350",,gate,,,,,,,,Il-Mosta,Others
22277,"12638551637",,,,,,,,survey_point,,Il-Mosta,Others
22278,"3978156906",,,,,,,,,"""natural""=>""tree""",Il-Mosta,Others
22280,"3978156868",,gate,,,,,,,,Il-Mosta,Others
22281,"12612911843",,,give_way,,,,,,"""direction""=>""forward""",Il-Mosta,Others
22282,"12840206724",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:markings""=>""yes"",""kerb""=>""lowered""",Il-Mosta,Others
22283,"12606867437",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:markings""=>""yes""",Il-Mosta,Others
22285,"4327702890",FeeNiCs,,,,,,,,"""addr:street""=>""Triq id-Difiża Ċivili"",""disused:shop""=>""beauty"",""email""=>""info@feenics.com.mt"",""internet_access""=>""wlan"",""opening_hours""=>""Mo-Sa 09:00-20:00; Su 09:00-13:00"",""phone""=>""27605555""",Il-Mosta,Others
22286,"2934415132",,,,,,,,,"""except""=>""bicycle""",Il-Mosta,Others
22287,"12886164320",Il-Busbesija,,,,,,locality,,,Il-Mosta,Others
22288,"12891695167",,,,,,,,,"""playground""=>""structure""",Il-Mosta,Others
22289,"12891695168",,,,,,,,,"""playground""=>""structure""",Il-Mosta,Others
22290,"13078256995",,gate,,,,,,,,Il-Mosta,Others
22292,"10636725988",,,,,,,,,"""natural""=>""tree""",Il-Mosta,Others
22293,"12270643562",,,,,,,,survey_point,,Il-Mosta,Others
22294,"4050124858",,gate,,,,,,,,Il-Mosta,Others
22295,"13103080752",FexServ,,,,,,,,"""amenity""=>""bureau_de_change"",""check_date""=>""2026-03-19""",Il-Mosta,Others
22297,"12635293943",,,,,,,,survey_point,,Il-Mosta,Others
22304,"13082745004",Il-Mosta - Rotunda 3,,bus_stop,"2564",,,,,"""bench""=>""no"",""bin""=>""yes"",""bus""=>""yes"",""check_date:shelter""=>""2025-08-20"",""departures_board""=>""realtime"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Il-Mosta,Others
22311,"12883107178",Ta' Redusa,,,,,,neighbourhood,,,Il-Mosta,Others
22317,"12883107179",Il-Ħanqa,,,,,,locality,,,Il-Mosta,Others
22321,"12662546016",Old Motors Club Malta,,,,,,,,"""club""=>""yes""",Il-Mosta,Others
22326,"13159720962",,,,,,,,,"""historic""=>""memorial"",""memorial""=>""plaque""",Il-Mosta,Others
22339,"13523537680",,,,,,,,,"""access""=>""customers"",""defibrillator:location""=>""HSBC bank, ground floor indoor, near staff door"",""emergency""=>""defibrillator"",""indoor""=>""yes""",Il-Mosta,Others
22340,"13652386653",,,street_lamp,,,,,,,Il-Mosta,Others
22341,"13652415269",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Il-Mosta,Others
22342,"13652423685",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Il-Mosta,Others
22344,"12586111437",,,,,,,,,"""access""=>""yes"",""amenity""=>""parking"",""capacity""=>""6"",""parking""=>""street_side"",""surface""=>""asphalt""",Il-Mosta,Others
22349,"1982621649",Il-Mosta - Tarġa,,bus_stop,"1107",,,,,"""bench""=>""yes"",""bin""=>""no"",""bus""=>""yes"",""check_date:shelter""=>""2021-11-12"",""departures_board""=>""timetable"",""lit""=>""yes"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""yes"",""website""=>""https://www.publictransport.com.mt/""",Il-Mosta,Others
22352,"1438570999",Il-Mosta - Tarġa,,bus_stop,"1138",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""no"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Il-Mosta,Others
22354,"4104321175",,gate,,,,,,,,Il-Mosta,Others
22356,"12621340685",,,,,,,,,"""access""=>""customers"",""amenity""=>""parking"",""fee""=>""no"",""layer""=>""-1"",""parking""=>""underground""",Il-Mosta,Others
22357,"12966207818",,,,,,,,survey_point,,Il-Mosta,Others
22358,"12662556264",,,,,,,,,"""amenity""=>""vending_machine"",""check_date""=>""2026-03-19"",""operator""=>""Eurospin"",""vending""=>""bottle_return""",Il-Mosta,Others
22359,"12621340690",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:island""=>""yes"",""crossing:markings""=>""zebra"",""kerb""=>""lowered""",Il-Mosta,Others
22360,"12621340689",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:island""=>""yes"",""crossing:markings""=>""zebra"",""kerb""=>""lowered""",Il-Mosta,Others
22361,"12966222417",,,crossing,,,,,,"""crossing""=>""unmarked"",""crossing:island""=>""no"",""crossing:markings""=>""no"",""tactile_paving""=>""no""",Il-Mosta,Others
22362,"12891733815",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:markings""=>""yes""",Il-Mosta,Others
22363,"12891733855",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:markings""=>""yes""",Il-Mosta,Others
22364,"7660522617",,,,,,,,,"""abandoned:building""=>""bunker"",""building""=>""bunker"",""bunker_type""=>""bomb_shelter"",""description""=>""Entrance to abandoned nuclear bunker. In ruins and full of asbestos."",""military""=>""bunker""",Il-Mosta,Others
22367,"12966207817",,,,,,,,survey_point,,Il-Mosta,Others
22373,"5337265933",,gate,,,,,,,,Il-Mosta,Others
22374,"12747438824",,,,,,,,,"""access""=>""private"",""check_date""=>""2026-01-26"",""defibrillator:location""=>""Enemalta North Region Office"",""emergency""=>""defibrillator"",""image""=>""https://openaedmap.org/api/v1/photos/view/id0R_Qz_BYpIgxyMz1u96w.webp"",""image:license""=>""CC0"",""indoor""=>""yes"",""level""=>""0"",""opening_hours""=>""Mo-Fr 07:00-16:00"",""operator""=>""Enemalta""",Il-Mosta,Others
22375,"12891695106",,,,,,,,survey_point,,Il-Mosta,Others
22376,"13084305840",,,give_way,,,,,,"""direction""=>""forward""",Il-Mosta,Others
22377,"13049467360",,,,,,,,survey_point,,Il-Mosta,Others
22378,"8506705910",,gate,,,,,,,,Il-Mosta,Others
22379,"4096755487",,gate,,,,,,,,Il-Mosta,Others
22380,"5030521021",Il-Bidnija - Bidnija,,bus_stop,"2153",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Il-Mosta,Others
22381,"11104116201",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Il-Mosta,Others
22382,"11104116200",,,stop,,,,,,"""direction""=>""backward""",Il-Mosta,Others
22383,"4414854940",,,,,,,,survey_point,,Il-Mosta,Others
22384,"8506712839",,gate,,,,,,,,Il-Mosta,Others
22385,"10678718374",,gate,,,,,,,,Il-Mosta,Others
22386,"13049467333",,gate,,,,,,,,Il-Mosta,Others
22388,"4643848908",,,crossing,,,,,,"""crossing""=>""traffic_signals"",""crossing:island""=>""no"",""crossing:markings""=>""zebra""",Il-Mosta,Others
22389,"4445390437",,,,,,,,,"""amenity""=>""bicycle_parking"",""bicycle_parking""=>""wall_hoops"",""capacity""=>""10"",""covered""=>""no""",Il-Mosta,Others
22390,"3762463973",,,,,,,,survey_point,,Il-Mosta,Others
22391,"3693375594",,,,,,,,,"""ford""=>""yes""",Il-Mosta,Others
22392,"263695738",,gate,,,,,,,"""foot""=>""no""",Il-Mosta,Others
22393,"3967634497",,,stop,,,,,,"""direction""=>""backward""",Il-Mosta,Others
22396,"4609959364",,,,,,,,survey_point,,Il-Mosta,Others
22397,"246484353",,,mini_roundabout,,,,,,,Il-Mosta,Others
22398,"3738816779",,,,,,,,,"""natural""=>""tree""",Il-Mosta,Others
22399,"3738816777",,,,,,,,,"""natural""=>""tree""",Il-Mosta,Others
22400,"621374455",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Il-Mosta,Others
22401,"3535541004",,,,,,,,,"""access""=>""yes"",""amenity""=>""parking"",""covered""=>""no"",""fee""=>""no""",Il-Mosta,Others
22402,"3683397931",,,crossing,,,,,,"""crossing:signals""=>""no""",Il-Mosta,Others
22403,"3683397938",,,crossing,,,,,,"""crossing:signals""=>""no""",Il-Mosta,Others
22404,"4883925554",Wied Filep Dolmen,,,,,,,,"""historic""=>""archaeological_site"",""wikidata""=>""Q18029616"",""wikimedia_commons""=>""Category:Dolmens Wied Filep"",""wikipedia""=>""de:Wied Filep Dolmen""",Il-Mosta,Others
22405,"5343716845",,,,,,,,,"""building""=>""bunker"",""bunker_type""=>""gun_emplacement"",""military""=>""bunker""",Il-Mosta,Others
22406,"5343716846",,,,,,,,survey_point,"""building""=>""bunker"",""bunker_type""=>""gun_emplacement"",""military""=>""bunker""",Il-Mosta,Others
22407,"5351744957",Il-Kappella ta' San Pawl Eremita,,,,,,,,"""amenity""=>""place_of_worship"",""building""=>""chapel"",""check_date""=>""2025-08-21"",""denomination""=>""roman_catholic"",""name:en""=>""Chapel of St Paul the Hermit"",""name:mt""=>""Il-Kappella ta' San Pawl Eremita"",""religion""=>""christian"",""website""=>""https://www.kappellimaltin.com/Il-Kappelli/Sett11/MST_SP_Eremita/mst_sp_eremita.html?fbclid=IwAR0EOmuiWuVXgdenMSlHtA97Nb-8xvf-xeSpXoawzxVZiIw83RYOuitCysE"",""wikidata""=>""Q29586809"",""wikimedia_commons""=>""Category:Chapel of St. Paul the Hermit, Wied il-Għasel"",""wikipedia""=>""en:Chapel of St Paul the Hermit, Wied il-Għasel""",Il-Mosta,Others
22408,"12270643549",,gate,,,,,,,,Il-Mosta,Others
22409,"12698085831",,,,,,,,survey_point,,Il-Mosta,Others
22410,"150807418",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:island""=>""no"",""crossing:markings""=>""yes"",""kerb""=>""lowered""",Il-Mosta,Others
22411,"3516759706",,,crossing,,,,,,"""crossing""=>""uncontrolled""",Il-Mosta,Others
22412,"5021913959",Ħ'Attard - Bajdun,,bus_stop,"6212",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Il-Mosta,Others
22413,"5039906550",Ħ'Attard - Bajdun,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Il-Mosta,Others
22414,"4086323948",,gate,,,,,,,,Il-Mosta,Others
22415,"5021913954",Ħ'Attard - Bajdun,,bus_stop,"6201",,,,,"""bus""=>""yes"",""departures_board""=>""timetable"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""website""=>""https://www.publictransport.com.mt/""",Il-Mosta,Others
22416,"5021913951",Ħ'Attard - Bajdun,,,,,,,,"""bus""=>""yes"",""public_transport""=>""stop_position""",Il-Mosta,Others
22417,"6911394743",,gate,,,,,,,,Il-Mosta,Others
22418,"13084292870",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:island""=>""no"",""crossing:markings""=>""zebra""",Il-Mosta,Others
22419,"13084292871",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:island""=>""no"",""crossing:markings""=>""zebra""",Il-Mosta,Others
22420,"11500151842",,,crossing,,,,,,"""crossing""=>""uncontrolled"",""crossing:markings""=>""yes""",Il-Mosta,Others
22422,"6580145552",,gate,,,,,,,,Il-Mosta,Others
22423,"1514452859",,,,,,,,survey_point,,Il-Mosta,Others
22424,"4314788287",Il-Mosta - Waqqafa,,bus_stop,"2196",,,,,"""bench""=>""no"",""bin""=>""no"",""bus""=>""yes"",""departures_board""=>""timetable"",""lit""=>""no"",""network""=>""Malta Public Transport"",""operator""=>""Malta Public Transport"",""public_transport""=>""platform"",""shelter""=>""no"",""website""=>""https://www.publictransport.com.mt/""",Il-Mosta,Others
