fid,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,name_2,keep_for_od,trip_category
631,,"139439296",Pjazza Sir Adrian Dingli,,,,,,,,,,,,,,,,,,,,,,"""alt_name:en""=>""Dingli Circus"",""lit""=>""yes"",""motor_vehicle""=>""yes"",""name:mt""=>""Pjazza Sir Adrian Dingli"",""surface""=>""asphalt""",Tas-Sliema,Yes,Recreation
633,,"148199817",Knisja ta' San Girgor il-Kbir,,,place_of_worship,,,,yes,,,,,,,,,,,,,,,"""check_date""=>""2024-11-17"",""denomination""=>""roman_catholic"",""name:en""=>""Church of St. Gregory the Great"",""religion""=>""christian""",Tas-Sliema,Yes,Visiting Someone
634,,"148199819",,,,,,,,,,,,,,pitch,,,,,,,soccer,,"""surface""=>""asphalt""",Tas-Sliema,Yes,Others
635,,"148199820",,,,,,,,,,,,,,pitch,courtyard,,,,,,,,,Tas-Sliema,Yes,Others
642,,"148260460",,,,,,,,apartments,,,,,,,,,,,,,,,"""building:levels""=>""4""",Tas-Sliema,Yes,Others
646,,"148739867",Il-Kappella tal-Madonna tal-Grazzja,,,place_of_worship,,,,yes,,,,,,,,,,,,,,,"""addr:street""=>""Triq il-Kbira"",""building:levels""=>""0"",""denomination""=>""roman_catholic"",""name:en""=>""Chapel of Our Lady of Graces"",""religion""=>""christian""",Tas-Sliema,Yes,Others
648,,"153030258",Il-Knisja Parrokjali tal-Madonna tas-Sacro Cuor,,,place_of_worship,,,,church,,,,,,,,,,,,,,,"""check_date""=>""2025-08-23"",""denomination""=>""roman_catholic"",""name:en""=>""Parish Church Of Sacre Cuor"",""name:mt""=>""Knisja tal-Qalb Imqaddsa ta' Marija"",""religion""=>""christian"",""website""=>""https://sacrocuorsliema.com/"",""wikidata""=>""Q7111044"",""wikimedia_commons""=>""Category:Sacro Cuor Church (Sliema)"",""wikipedia""=>""en:Our Lady of the Sacred Heart Parish Church""",Tas-Sliema,Yes,Others
649,,"153030264",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""fee""=>""no"",""parking""=>""surface""",Tas-Sliema,Yes,Others
650,,"153030271",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""yes"",""parking""=>""surface""",Tas-Sliema,Yes,Others
651,,"153030272",Il-Batterija tas-Sliema,,,,,,,yes,,,,,,,,,,,,,,attraction,"""castle_type""=>""fortress"",""name:en""=>""Sliema Point Battery"",""name:mt""=>""Il-Batterija tas-Sliema"",""wikidata""=>""Q2294164"",""wikimedia_commons""=>""Category:Sliema Point Battery"",""wikipedia""=>""en:Sliema Point Battery""",Tas-Sliema,Yes,Others
652,,"153030281",Jesus of Nazareth Church,,,place_of_worship,,,,church,,,,,,,,,,,,,,,"""denomination""=>""roman_catholic"",""religion""=>""christian"",""wikidata""=>""Q24561661"",""wikimedia_commons""=>""Category:Knisja Parrokkjali Gesu' Nazzarenu""",Tas-Sliema,Yes,Others
653,,"153030283",F.C. Sliema Wanderers,,,,,,,,,,,,,pitch,,,,,,,soccer,,"""building:levels""=>""1"",""layer""=>""1"",""level""=>""1"",""lit""=>""yes"",""surface""=>""artificial_turf""",Tas-Sliema,Yes,Others
655,,"156491557",Ġnien George Bonello Dupuis,,,,,,,,,,,,grass,park,,,,,,,,,,Tas-Sliema,Yes,Others
656,,"164627045",Venture Trading,,,,,,,office,,,,,,,,,,,,mall,,,"""addr:housename""=>""Venture Trading"",""addr:housenumber""=>""1"",""addr:postcode""=>""SLM2051"",""addr:street""=>""Blanche Street"",""building:levels""=>""2"",""designation""=>""Shop""",Tas-Sliema,Yes,Others
658,,"172647467",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Tas-Sliema,Yes,Others
659,,"197672347",The Point,,,,,,,retail,,,,,,,,,,,,mall,,,"""addr:street""=>""Tigné Point"",""alt_name""=>""The Point Shopping Mall;Tigne Point;Tigne Point Mall;The Point Mall"",""building:levels""=>""4"",""check_date""=>""2025-07-24"",""email""=>""info@thepointmalta.com"",""level""=>""0"",""name:ar""=>""ذا بوينت"",""opening_hours""=>""Mo-Sa 10:00-19:30; Su 11:00-18:00"",""phone""=>""+356 2247 0300"",""toilets""=>""no"",""toilets:wheelchair""=>""yes"",""website""=>""https://www.thepointmalta.com/"",""wheelchair""=>""yes"",""wikidata""=>""Q18225087"",""wikimedia_commons""=>""Category:The Point (Sliema)""",Tas-Sliema,Yes,Others
660,,"197890548",Plaza Regency Hotel,,,,,,,yes,,,,,,,,,,,,,,hotel,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:housenumber""=>""251"",""addr:street""=>""Tower Road"",""hotel""=>""apartment_hotel"",""level""=>""1"",""website""=>""https://www.plazahotelsmalta.com/""",Tas-Sliema,Yes,Others
663,,"197890553",Plaza Regency Hotel,,,,,,,yes,,,,,,,,,,,,,,hotel,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:street""=>""Tower Road"",""hotel""=>""apartment_hotel"",""level""=>""1"",""website""=>""https://www.plazahotelsmalta.com/""",Tas-Sliema,Yes,Others
668,,"197890559",,,,,,,,apartments,,,,,,,,,,,,,,,"""building:levels""=>""7""",Tas-Sliema,Yes,Others
678,,"197890571",,,,,,,,yes,,,,,,,,,,,,,,hotel,,Tas-Sliema,Yes,Others
680,,"197890573",,,,,,,,apartments,,,,,,,,,,,,,,,"""building:levels""=>""7""",Tas-Sliema,Yes,Others
681,,"197890574",,,,,,,,apartments,,,,,,,,,,,,,,,"""building:levels""=>""9""",Tas-Sliema,Yes,Others
685,,"197890580",Plaza Regency Hotel,,,,,,,yes,,,,,,,,,,,,,,hotel,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:housenumber""=>""248"",""addr:street""=>""Tower Road"",""hotel""=>""apartment_hotel"",""level""=>""1"",""website""=>""https://www.plazahotelsmalta.com/""",Tas-Sliema,Yes,Others
686,,"222471206",Pjazza Tigné,,,,,,,,,,,,,,,,,,,,,,"""email""=>""info@tignepoint.com"",""highway""=>""pedestrian"",""layer""=>""1"",""lit""=>""yes"",""phone""=>""+356 2065 5510"",""surface""=>""paving_stones"",""website""=>""https://tignepoint.com/pjazza-tigne/""",Tas-Sliema,Yes,Recreation
687,,"222742475",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private""",Tas-Sliema,Yes,Others
688,,"222742476",,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""access""=>""private"",""wheelchair""=>""no""",Tas-Sliema,Yes,Others
689,,"224009582",Peppi's,,,restaurant,,,,yes,,,,,,,,,,,,,,,"""check_date""=>""2023-06-21"",""contact:facebook""=>""https://www.facebook.com/peppisbardinner/"",""cuisine""=>""pizza"",""phone""=>""+356 2133 5621""",Tas-Sliema,Yes,Others
690,,"224009586",Fresco's Cafe & Restaurant,,,restaurant,,,,yes,,,,,,,,,,,,,,,"""addr:postcode""=>""SLM 1600"",""addr:street""=>""Triq it-Torri"",""check_date""=>""2025-02-20"",""check_date:diet:vegan""=>""2025-02-20"",""check_date:diet:vegetarian""=>""2025-02-20"",""check_date:smoking""=>""2025-02-20"",""contact:facebook""=>""100057359512146"",""contact:phone""=>""+356 2734 4763"",""contact:website""=>""https://www.frescosmalta.com"",""cuisine""=>""burger;mediterranean;noodles;seafood"",""diet:vegan""=>""no"",""diet:vegetarian""=>""yes"",""email""=>""info@frescosmalta.com"",""opening_hours""=>""Mo-Su 12:00-22:00"",""smoking""=>""no"",""website:menu""=>""https://www.frescosmalta.com/menu"",""wheelchair""=>""no""",Tas-Sliema,Yes,Others
691,,"224009589",,,,,,,,apartments,,,,,,,,,,,,,,,"""building:levels""=>""8""",Tas-Sliema,Yes,Others
693,,"224009610",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Others
694,,"224009617",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation
699,,"275632445",,,,toilets,,,,yes,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Recreation
700,,"275632446",,,,,,,,,,,,,,playground,,,,,,,,,"""access""=>""yes""",Tas-Sliema,Yes,Others
701,,"275632447",,,,,,,,,,,,,,playground,,,,,,,,,,Tas-Sliema,Yes,Others
702,,"275704559",,,,,,,,yes,,,building,,,,,,,,,,,,"""addr:housename""=>""Sea Water Distilling - 1881"",""inscription""=>""Seawater Distilling 1881"",""start_date""=>""1881""",Tas-Sliema,Yes,Others
703,,"275824622",Strand bar,,,,,,,yes,,,,,,sports_centre,,,,,,,,,"""website""=>""http://exiles.com.mt""",Tas-Sliema,Yes,Others
704,,"275824623",,,,fountain,,,,,,,,,,,,,,,,,,,"""image""=>""https://photos.app.goo.gl/x67G7DAoCXuvNg7o9""",Tas-Sliema,Yes,Others
705,,"327792587",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Others
706,,"327792591",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Others
707,,"327991034",,,,,,,,,,,,,,,,,wood,,,,,,"""leaf_type""=>""broadleaved""",Tas-Sliema,Yes,Others
708,,"327991036",,,,,,,,,,,,,,,,,wood,,,,,,"""access""=>""private"",""leaf_type""=>""broadleaved""",Tas-Sliema,Yes,Others
709,,"329168031",,,,,,,,yes,,,yes,,,,,,,,,,,,"""wikidata""=>""Q17340318"",""wikimedia_commons""=>""Category:Fort Tigné"",""wikipedia""=>""en:Fort Tigné""",Tas-Sliema,Yes,Others
710,,"332515380",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Tas-Sliema,Yes,Others
711,,"339450810",Preluna Hotel,,,,,,,yes,,,,,,,,,,,,,,hotel,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:housenumber""=>""124"",""addr:postcode""=>""SLM 1605"",""addr:street""=>""Tower Road"",""check_date""=>""2025-06-26"",""fax""=>""+ 356 2134 2292"",""phone""=>""+356 2133 4001"",""stars""=>""4"",""toilets:wheelchair""=>""yes"",""website""=>""https://www.preluna.com/"",""wheelchair""=>""yes"",""wikidata""=>""Q111409444""",Tas-Sliema,Yes,Others
713,,"339457756",Garden Battery,,,,,,,yes,,,,,,,,bunker,,,,,,attraction,"""bunker_type""=>""gun_emplacement"",""surface""=>""concrete"",""wikidata""=>""Q1356945""",Tas-Sliema,Yes,Others
714,,"339457757",Garden Battery,,,,,,,yes,,,,,,,,bunker,,,,,,attraction,"""bunker_type""=>""gun_emplacement"",""surface""=>""concrete"",""wikidata""=>""Q1356945""",Tas-Sliema,Yes,Others
716,,"339460588",,,,,,,,office,,,,,,,,,,,,,,,"""addr:housename""=>""T1""",Tas-Sliema,Yes,Others
717,,"339461447",LAL Language School,,,school,,,,yes,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Recreation
718,,"339461449",Rocca Nettuno Suites,,,,,,,yes,,,,,,,,,,,,,,hotel,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""SLM 3052"",""addr:street""=>""Triq Mattew Pulis"",""fax""=>""+356 21336478"",""internet_access""=>""wlan"",""operator""=>""LABRANDA Hotels & Resorts"",""phone""=>""+356 2134 4932"",""stars""=>""4"",""swimming_pool""=>""yes"",""website""=>""http://www.roccanettunosuites.com""",Tas-Sliema,Yes,Visiting Someone
719,,"339462506",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Tas-Sliema,Yes,Others
720,,"339462523",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""street_side""",Tas-Sliema,Yes,Others
721,,"339462723",,,,,,,,,,,,,meadow,,,,,,,,,,,Tas-Sliema,Yes,Others
722,,"339462761",,,,,,,,,,,,,,park,,,,,,,,,,Tas-Sliema,Yes,Others
723,,"339462856",,,,,,,,,,,,,,park,,,,,,,,,,Tas-Sliema,Yes,Others
724,,"339463071",,,,parking,,,,,,,,,,,,,,,,,,,"""parking""=>""surface""",Tas-Sliema,Yes,Others
725,,"340453194",,,,,,,,,,,,,,pitch,,,,,,,"soccer;basketball",,"""surface""=>""asphalt""",Tas-Sliema,Yes,Others
726,,"341316396",,,,shelter,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
727,,"341316397",,,,shelter,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
728,,"341413855",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,,Tas-Sliema,Yes,Others
729,,"341413861",,,,,,,,,,,,,,pitch,,,,,,,,,,Tas-Sliema,Yes,Others
730,,"342836041",Sliema Bay,,,,,,,,,,,,,,,,beach,,,,,,"""name:ar""=>""شاطئ سليمة""",Tas-Sliema,Yes,Others
731,,"344780127",Saint Helen,,,,,,,residential,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:housenumber""=>""42"",""addr:postcode""=>""SLM 2010"",""addr:street""=>""Triq Norfolk""",Tas-Sliema,Yes,Others
732,,"344782270",AM Language Studio,,,,,,,school,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:housenumber""=>""299"",""addr:postcode""=>""SLM 1054"",""addr:street""=>""Manwel Dimech Street""",Tas-Sliema,Yes,Others
733,,"352178898",,,,,,,,yes,,,yes,,,,,,,,,,,,"""tower""=>""round"",""tower:type""=>""defensive""",Tas-Sliema,Yes,Others
736,,"362399177",,,,shelter,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
737,,"362399178",,,,shelter,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
738,,"362399183",,,,fountain,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
740,,"377263712",,,,,,,,,,,,,,park,,,,,,,,,,Tas-Sliema,Yes,Others
744,,"412970556",,,,,,,,terrace,,,,,,,,,,,,,,,"""addr:housenumber""=>""193"",""addr:street""=>""Triq Rodolfu""",Tas-Sliema,Yes,Others
746,,"412970558",,,,,,,,semidetached_house,,,,,,,,,,,,,,,"""addr:housenumber""=>""194"",""addr:street""=>""Triq Rodolfu""",Tas-Sliema,Yes,Others
747,,"412970559",,,,,,,,terrace,,,,,,,,,,,,,,,"""addr:housenumber""=>""191"",""addr:street""=>""Triq Rodolfu""",Tas-Sliema,Yes,Others
751,,"412970563",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
754,,"412970566",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Others
755,,"412970567",Qui Si Sana,,,,,,,,,,,,,swimming_pool,,,,,,,,,"""name:en""=>""Qui-si-Sana Beach, Sliema"",""name:pt""=>""Praia de Qui-si-Sana, Sliema""",Tas-Sliema,Yes,Others
756,,"412970568",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Others
757,,"412970569",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Others
758,,"424332237",Pjazza Sant' Anna,,,,,,,,,,,,,,,,,,square,,,,"""name:en""=>""St. Anne's Square"",""name:mt""=>""Pjazza Sant' Anna""",Tas-Sliema,Yes,Others
760,,"429472188",REGENT HOUSE,,,,,,,commercial,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""SLM 1640"",""addr:street""=>""Triq Bisazza"",""building:levels""=>""8"",""smoking""=>""outside""",Tas-Sliema,Yes,Others
766,,"448681942",,,,,,,,apartments,,,,,,,,,,,,,,,"""building:levels""=>""3""",Tas-Sliema,Yes,Others
767,,"448681943",,,,,,,,apartments,,,,,,,,,,,,,,,"""building:levels""=>""5""",Tas-Sliema,Yes,Others
768,,"448681944",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Others
770,,"452006813",,,,,,,,terrace,,,,,,,,,,,,,,,"""building:levels""=>""2"",""roof:levels""=>""0""",Tas-Sliema,Yes,Others
772,,"452006818",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
776,,"452006826",,,,,,,,terrace,,,,,,,,,,,,,,,"""building:levels""=>""2"",""roof:levels""=>""0""",Tas-Sliema,Yes,Education
777,,"452006828",,,,,,,,terrace,,,,,,,,,,,,,,,"""building:levels""=>""2"",""roof:levels""=>""0""",Tas-Sliema,Yes,Others
783,,"452006840",,,,,,,,terrace,,,,,,,,,,,,,,,"""building:levels""=>""2"",""roof:levels""=>""0""",Tas-Sliema,Yes,Others
787,,"452006848",,,,,,,,terrace,,,,,,,,,,,,,,,"""building:levels""=>""2"",""roof:levels""=>""0""",Tas-Sliema,Yes,Recreation
788,,"452006866",,,,,,,,retail,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
789,,"452006867",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Recreation
790,,"452006869",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
793,,"452006875",,,,,,,,terrace,,,,,,,,,,,,,,,"""building:levels""=>""2"",""roof:levels""=>""0""",Tas-Sliema,Yes,Others
794,,"452006877",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
796,,"452006881",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
797,,"452006883",,,,,,,,,,,,,,swimming_pool,,,,,,,swimming,,"""access""=>""residents"",""layer""=>""2""",Tas-Sliema,Yes,Others
798,,"452008139",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housename""=>""T7F""",Tas-Sliema,Yes,Others
799,,"452008141",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housename""=>""T6F""",Tas-Sliema,Yes,Recreation
801,,"452008146",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housename""=>""T7B"",""addr:street""=>""Pjazza Tigné""",Tas-Sliema,Yes,Others
802,,"452008148",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housename""=>""T8B"",""addr:street""=>""Pjazza Tigné""",Tas-Sliema,Yes,Recreation
807,,"452008157",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housename""=>""T9F"",""addr:street""=>""Pjazza Tigné""",Tas-Sliema,Yes,Others
808,,"452008158",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housename""=>""T6B""",Tas-Sliema,Yes,Others
809,,"452008159",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housename""=>""T8F"",""addr:street""=>""Pjazza Tigné""",Tas-Sliema,Yes,Others
810,,"452008162",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housename""=>""T10"",""addr:street""=>""Triq Il-Fortina"",""building:levels""=>""11""",Tas-Sliema,Yes,Others
811,,"452010037",Skola Primarja Sliema,,,school,,,,,,,,,,,,,,,,,,,"""college""=>""Santa Klara"",""education_level""=>""primary"",""operator""=>""Gvern ta' Malta"",""operator:type""=>""government"",""operator:wikidata""=>""Q5589242""",Tas-Sliema,Yes,Others
812,,"452010039",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Others
813,,"452010040",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Recreation
815,,"452010044",St Patrick's Salesian School,,,school,,,,,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
822,,"454633766",,,,,,,,,,,,,,playground,,,,,,,,,"""access""=>""yes""",Tas-Sliema,Yes,Others
823,,"454633767",Compass Lounge,,,restaurant,,,,retail,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""SLM 1000"",""addr:street""=>""Triq it-Torri"",""bar""=>""yes"",""check_date""=>""2025-06-26"",""contact:facebook""=>""https://www.facebook.com/TheCompassLounge/"",""contact:instagram""=>""https://www.instagram.com/thecompasslounge/"",""cuisine""=>""burger;pizza;sandwich;italian;seafood;fish_and_chips;fish;pasta;salad;coffee_shop;ice_cream;cake;dessert"",""description""=>""Terrace-style Mediterranean dining with a sea view. Open daily."",""diet:sourdough""=>""yes"",""diet:vegetarian""=>""yes"",""email""=>""thecompasslounge@gmail.com"",""internet_access""=>""wlan"",""opening_hours""=>""Mo-Su 07:00-02:00"",""phone""=>""+356 2713 7650"",""website""=>""https://thecompasslounge.com/""",Tas-Sliema,Yes,Others
825,,"454633782",The Road Devil Seafront,,,fast_food,,,,yes,,,,,,,,,,,,,,,"""cuisine""=>""international"",""smoking""=>""outside"",""takeaway""=>""yes""",Tas-Sliema,Yes,Recreation
827,,"463231127",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Others
828,,"463231128",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Others
831,,"463526197",Surfside Restaurant,,,restaurant,,,,yes,,,,,,,,,,,,,,,"""check_date""=>""2025-06-26"",""cuisine""=>""pizza"",""email""=>""surfsidemalta@gmail.com"",""internet_access""=>""wlan"",""internet_access:fee""=>""no"",""mobile""=>""+356 7982 0340"",""name:ar""=>""سرف سايد"",""website""=>""https://surfsidemalta.com/"",""wheelchair""=>""no""",Tas-Sliema,Yes,Others
832,,"463827694",,,,,,,,school,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
833,,"469914462",,,,,,,,church,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
834,,"474739575",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Others
835,,"474739577",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Others
836,,"474739578",,,,,,,,,,,,,,garden,,,,,,,,,,Tas-Sliema,Yes,Others
837,,"493735463",,,,,,,,,,,,,,swimming_pool,,,,,,,,,,Tas-Sliema,Yes,Others
838,,"515565104",Il-Bajja ta' Fond Għadir,,,,,,,,,,,,,,,,beach,,,,,,"""name:en""=>""Fond Għadir Beach"",""name:mt""=>""Il-Bajja ta' Fond Għadir"",""surface""=>""ground"",""wikidata""=>""Q24633655"",""wikimedia_commons""=>""Category:Fond Għadir""",Tas-Sliema,Yes,Recreation
839,,"516084123",,,,parking,,,,,,,,,,,,,,,,,,,"""access""=>""permissive"",""capacity""=>""11"",""fee""=>""no"",""supervised""=>""no"",""surface""=>""asphalt""",Tas-Sliema,Yes,Others
840,,"521111831",The Plaza Shopping Centre,,,,,,,commercial,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""SLM 1640"",""addr:street""=>""Bisazza Street"",""website""=>""https://plaza-shopping.com/""",Tas-Sliema,Yes,Recreation
841,,"521658573",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
842,,"521658574",,,,,,,,hotel,,,,,,,,,,,,,,,"""building:levels""=>""9""",Tas-Sliema,Yes,Others
843,,"532280196",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:street""=>""Triq Tigné"",""building:levels""=>""4""",Tas-Sliema,Yes,Recreation
844,,"532280198",Tigne Place,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:housenumber""=>""42"",""addr:postcode""=>""SLM 3171"",""addr:street""=>""Triq Tigné"",""building:levels""=>""8""",Tas-Sliema,Yes,Recreation
846,,"550315824",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housename""=>""T4P"",""addr:street""=>""Pjazza Tigné""",Tas-Sliema,Yes,Others
847,,"550315825",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housename""=>""T4B""",Tas-Sliema,Yes,Others
848,,"550315826",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housename""=>""T4F""",Tas-Sliema,Yes,Personal Errands
849,,"550315827",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housename""=>""T5F""",Tas-Sliema,Yes,Recreation
850,,"550315828",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housename""=>""T5B""",Tas-Sliema,Yes,Others
851,,"550946219",Exiles Club,,,bar,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""SLM1601"",""addr:street""=>""Triq it-Torri"",""alt_name""=>""Paradise Exiles;Exiles Beach Bar;Exiles Beach Club; Paradise Exile Beach Bar;Paradise Exile Beach Club;Exiles Paradise"",""mobile""=>""+356 7966 1423"",""website""=>""https://www.facebook.com/paradisexiles/""",Tas-Sliema,Yes,Recreation
852,,"552442052",,,,,,,,,,,,,grass,,,,,,,,,,"""surface""=>""scrub""",Tas-Sliema,Yes,Others
853,,"552442058",,,,,,,,yes,,,ruins,,,,,,,,,,,,"""surface""=>""concrete""",Tas-Sliema,Yes,Others
854,,"552460832",The Centre,,,,,,,commercial,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:postcode""=>""TPO 0001"",""addr:street""=>""Pjazza Tigné"",""building:levels""=>""7"",""layer""=>""1"",""nohousenumber""=>""yes"",""smoking""=>""outside""",Tas-Sliema,Yes,Others
855,,"552460833",Q2,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:housenumber""=>""Q2"",""addr:street""=>""Pjazza Tigné"",""building:levels""=>""13""",Tas-Sliema,Yes,Others
856,,"552460837",Q1,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Tigné Point"",""addr:housenumber""=>""Q1"",""addr:street""=>""Pjazza Tigné"",""building:levels""=>""13""",Tas-Sliema,Yes,Others
857,,"552461158",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
859,,"554568992",,,,,,,,,,,,,village_green,,,,,,,,,,,Tas-Sliema,Yes,Others
860,,"554569507",,,,,,,,,,,,,village_green,,,,,,,,,,,Tas-Sliema,Yes,Others
861,,"554569647",,,,,,,,,,,,,brownfield,,,,,,,,,,,Tas-Sliema,Yes,Others
862,,"556362135",,,,,,,,,,,,,village_green,,,,,,,,,,,Tas-Sliema,Yes,Others
863,,"674908839",,,,,,,,apartments,,,,,,,,,,,,,,,"""addr:city""=>""Tas-Sliema"",""addr:country""=>""MT"",""addr:housename""=>""T9P"",""addr:housenumber""=>""14-22"",""addr:street""=>""Pjazza Tigné""",Tas-Sliema,Yes,Others
864,,"675493532",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
865,,"675493533",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
866,,"675493534",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
867,,"675493536",,,,,,,,residential,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Recreation
868,,"675493537",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Recreation
869,,"675493538",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
870,,"675493539",,,,,,,,apartments,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
871,,"675493540",,,,,,,,residential,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
872,,"675493541",,,,,,,,residential,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
873,,"675493542",,,,,,,,residential,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Recreation
874,,"675493543",,,,,,,,residential,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
875,,"675493544",,,,,,,,residential,,,,,,,,,,,,,,,,Tas-Sliema,Yes,Others
