fid,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags,name_2,trip_category,keep_for_od
14261,"9020715994",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes"",""description""=>""8 benches""",Wied il-Għajn,Others,Yes
14262,"8280550356",,,,,,,,,"""amenity""=>""recycling"",""opening_hours""=>""24/7"",""recycling:PET""=>""yes"",""recycling:cans""=>""yes"",""recycling:glass""=>""yes"",""recycling:glass_bottles""=>""yes"",""recycling:plastic""=>""yes"",""recycling:plastic_bottles""=>""yes"",""recycling:plastic_packaging""=>""yes"",""recycling_type""=>""container"",""wheelchair""=>""yes""",Wied il-Għajn,Others,Yes
14263,"7756277265",Sensi,,,,,,,,"""bar""=>""yes"",""canoe_rental""=>""yes"",""fee""=>""no"",""jetski_rental""=>""yes"",""leisure""=>""beach_resort"",""restaurant""=>""yes""",Wied il-Għajn,Recreation,Yes
14264,"7777769485",Fajtata Kiosk,,,,,,,,"""amenity""=>""fast_food"",""opening_hours""=>""Mo-Su 09:00-22:00"",""website""=>""https://www.facebook.com/fajtatakiosk/photos/?ref=page_internal""",Wied il-Għajn,Recreation,Yes
14265,"10914172522",Ġnien David Vella,,,,,,,,"""leisure""=>""park""",Wied il-Għajn,Recreation,Yes
14267,"4528847030",,,,,,,,survey_point,,Wied il-Għajn,Others,Yes
14273,"6271050486",Al Legna,,,,,,,,"""addr:city""=>""Marsaskala"",""amenity""=>""restaurant"",""cuisine""=>""pizza""",Wied il-Għajn,Recreation,Yes
14277,"12399891599",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Wied il-Għajn,Others,Yes
14278,"12399891600",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Wied il-Għajn,Others,Yes
14279,"12399907201",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Wied il-Għajn,Others,Yes
14280,"12399907202",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Wied il-Għajn,Others,Yes
14281,"12399907203",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Wied il-Għajn,Others,Yes
14282,"12399907204",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Wied il-Għajn,Others,Yes
14283,"12399907205",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Wied il-Għajn,Others,Yes
14284,"12399907206",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Wied il-Għajn,Others,Yes
14285,"12399907207",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Wied il-Għajn,Others,Yes
14286,"12399907208",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Wied il-Għajn,Others,Yes
14287,"12399907209",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Wied il-Għajn,Others,Yes
14288,"12399907210",,,,,,,,,"""amenity""=>""bench"",""backrest""=>""yes""",Wied il-Għajn,Others,Yes
14289,"12467239281",,,,,,,,,"""amenity""=>""bench""",Wied il-Għajn,Others,Yes
14290,"12467239282",,,,,,,,,"""amenity""=>""bench""",Wied il-Għajn,Others,Yes
14291,"8428828126",,,,,,,,,"""access""=>""yes"",""amenity""=>""toilets"",""female""=>""yes"",""gender_segregated""=>""yes"",""toilets:disposal""=>""flush"",""toilets:position""=>""seated;urinal""",Wied il-Għajn,Personal Errands,Yes
14292,"4245130996",Dolce Latte,,,,,,,,"""addr:city""=>""Wied il-Għajn"",""addr:country""=>""MT"",""addr:housenumber""=>""124"",""addr:postcode""=>""MSK 301"",""addr:street""=>""Triq is-Salini"",""amenity""=>""ice_cream"",""cuisine""=>""ice_cream"",""diet:lactose_free""=>""yes"",""diet:vegan""=>""yes"",""opening_hours""=>""Mo-Su 12:00-24:00"",""takeaway""=>""only"",""website""=>""https://www.dolcelatte.com.mt/""",Wied il-Għajn,Recreation,Yes
14298,"5217562649",,,,,,,,,"""amenity""=>""recycling"",""recycling:cans""=>""yes"",""recycling:glass_bottles""=>""yes"",""recycling:paper""=>""yes"",""recycling:plastic""=>""yes"",""recycling_type""=>""container""",Wied il-Għajn,Others,Yes
14304,"7778310363",Ritz Kayaks,,,,,,,,"""opening_hours""=>""Mo-Fr 10:00-13:00,14:30-19:00; Sa 09:30-13:00"",""shop""=>""water_sports""",Wied il-Għajn,Shopping,Yes
14306,"5217562659",,,,,,,,,"""amenity""=>""recycling"",""recycling:cans""=>""yes"",""recycling:glass_bottles""=>""yes"",""recycling:paper""=>""yes"",""recycling:plastic""=>""yes"",""recycling_type""=>""container""",Wied il-Għajn,Others,Yes
14307,"7099545157",C'est La Vie Guesthouse,,,,,,,,"""addr:city""=>""Wied il-Għajn"",""addr:country""=>""MT"",""addr:street""=>""Triq is-Sajjieda"",""air_conditioning""=>""yes"",""guest_house""=>""bed_and_breakfast"",""internet_access""=>""yes"",""internet_access:fee""=>""yes"",""operator""=>""JAA"",""rooms""=>""27"",""tourism""=>""guest_house""",Wied il-Għajn,Recreation,Yes
14310,"11377994252",,,,,,,,,"""noexit""=>""yes""",Wied il-Għajn,Others,Yes
14313,"13190465814",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""1"",""addr:street""=>""Triq Hurd's Bank""",Wied il-Għajn,Others,Yes
14314,"13190465815",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""63"",""addr:street""=>""Triq Hurd's Bank""",Wied il-Għajn,Others,Yes
14315,"13190465823",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""1"",""addr:street""=>""Triq il-Majjistral""",Wied il-Għajn,Others,Yes
14316,"13190465824",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""19"",""addr:street""=>""Triq il-Majjistral""",Wied il-Għajn,Others,Yes
14317,"13190465825",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""2"",""addr:street""=>""Triq il-Majjistral""",Wied il-Għajn,Others,Yes
14318,"13190465826",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""8"",""addr:street""=>""Triq il-Majjistral""",Wied il-Għajn,Others,Yes
14319,"13190465831",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""1"",""addr:street""=>""Triq Santa Marija""",Wied il-Għajn,Others,Yes
14320,"13190465832",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""51"",""addr:street""=>""Triq Santa Marija""",Wied il-Għajn,Others,Yes
14321,"13190465834",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""34"",""addr:street""=>""Triq Santa Marija""",Wied il-Għajn,Others,Yes
14323,"7756961806",,,,,,,,survey_point,,Wied il-Għajn,Others,Yes
14324,"12467239279",,,,,,,,,"""amenity""=>""bench""",Wied il-Għajn,Others,Yes
14325,"12467239280",,,,,,,,,"""amenity""=>""bench""",Wied il-Għajn,Others,Yes
14326,"12467239278",,,,,,,,,"""amenity""=>""bench""",Wied il-Għajn,Others,Yes
14327,"12467239277",,,,,,,,,"""amenity""=>""bench""",Wied il-Għajn,Others,Yes
14328,"12467239276",,,,,,,,,"""amenity""=>""bench""",Wied il-Għajn,Others,Yes
14329,"12467239283",,,,,,,,,"""amenity""=>""bench""",Wied il-Għajn,Others,Yes
14330,"12467239284",,,,,,,,,"""amenity""=>""bench""",Wied il-Għajn,Others,Yes
14331,"12467239285",,,,,,,,,"""amenity""=>""bench""",Wied il-Għajn,Others,Yes
14332,"12467239286",,,,,,,,,"""amenity""=>""bench""",Wied il-Għajn,Others,Yes
14333,"10297452341",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Wied il-Għajn,Personal Errands,Yes
14334,"10297412930",Milias,,,,,,,,"""healthcare""=>""pharmacy""",Wied il-Għajn,Others,Yes
14338,"13190465822",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""30"",""addr:street""=>""Triq il-Kannizzata""",Wied il-Għajn,Others,Yes
14341,"13190465821",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""2"",""addr:street""=>""Triq il-Kannizzata""",Wied il-Għajn,Others,Yes
14342,"13190465820",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""27"",""addr:street""=>""Triq il-Kannizzata""",Wied il-Għajn,Others,Yes
14343,"13190465819",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""1"",""addr:street""=>""Triq il-Kannizzata""",Wied il-Għajn,Others,Yes
14347,"5115533121",Stationery,,,,,,,,"""check_date""=>""2025-08-14"",""shop""=>""gift""",Wied il-Għajn,Shopping,Yes
14348,"12357701297",,,,,,,,,"""shop""=>""greengrocer""",Wied il-Għajn,Shopping,Yes
14349,"5217562661",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Wied il-Għajn,Personal Errands,Yes
14350,"5217562660",,,,,,,,,"""shop""=>""stationery""",Wied il-Għajn,Shopping,Yes
14353,"12357668445",Honey Corner Too,,,,,,,,"""shop""=>""supermarket""",Wied il-Għajn,Shopping,Yes
14357,"13190465836",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""31"",""addr:street""=>""Triq is-Siberja""",Wied il-Għajn,Others,Yes
14358,"13190465835",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""1"",""addr:street""=>""Triq is-Siberja""",Wied il-Għajn,Others,Yes
14359,"13190465837",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""2"",""addr:street""=>""Triq is-Siberja""",Wied il-Għajn,Others,Yes
14360,"9865972633",Ras il-Ħuta,,,,,,,,"""artwork_type""=>""statue"",""material""=>""stone"",""tourism""=>""artwork""",Wied il-Għajn,Recreation,Yes
14361,"9865972634",Ras il-Ħuta,,,,,,,,"""historic""=>""memorial"",""inscription""=>""Arti fi Spazji Pubbliċi

Monument inawgurat
mill-Ministru għat-Trasport u l-Infrastruttura

Joe Mizzi

Illum it-Tnejn 30 ta' Jannar, 2017"",""memorial""=>""plaque"",""openplaques:id""=>""57140"",""start_date""=>""2017""",Wied il-Għajn,Recreation,Yes
14362,"8285936295",Caffé Bella Roma,,,,,,,,"""addr:housenumber""=>""320"",""addr:street""=>""Triq Il-Salini"",""amenity""=>""bar"",""changing_table""=>""no"",""contact:mobile""=>""+356 7909 0014"",""internet_access""=>""wlan"",""internet_access:fee""=>""yes"",""level""=>""0"",""opening_hours""=>""Mo-Tu,Th-Su 06:00-18:00; We 06:00-16:30; PH closed"",""operator""=>""Caffé Bella Roma"",""outdoor_seating""=>""yes"",""smoking""=>""outside"",""toilets""=>""no"",""toilets:access""=>""permissive"",""wheelchair""=>""yes""",Wied il-Għajn,Recreation,Yes
14363,"13190465810",,,,,,,,,"""addr:housenumber""=>""1"",""addr:street""=>""Triq il-Bajda u s-Sewda""",Wied il-Għajn,Others,Yes
14364,"11206008050",Diversità,,,,,,,,"""artist_name""=>""Mario Sammut"",""artwork_type""=>""sculpture"",""material""=>""stone"",""start_date""=>""2021"",""tourism""=>""artwork""",Wied il-Għajn,Recreation,Yes
14365,"5228155752",,,,,,,,,"""amenity""=>""recycling"",""recycling:cans""=>""yes"",""recycling:glass_bottles""=>""yes"",""recycling:paper""=>""yes"",""recycling:plastic""=>""yes"",""recycling_type""=>""container""",Wied il-Għajn,Others,Yes
14368,"13190465833",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""2"",""addr:street""=>""Triq Santa Marija""",Wied il-Għajn,Others,Yes
14369,"13190465811",,,,,,,,,"""addr:housenumber""=>""8"",""addr:street""=>""Triq il-Bajda u s-Sewda""",Wied il-Għajn,Others,Yes
14372,"13190465838",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""50"",""addr:street""=>""Triq is-Siberja""",Wied il-Għajn,Others,Yes
14373,"2322946678",,,,,,,,,"""noexit""=>""yes""",Wied il-Għajn,Others,Yes
14374,"1641993234",,,,,,,,survey_point,,Wied il-Għajn,Others,Yes
14377,"318319101",Beijing,,,,,,,,"""amenity""=>""restaurant""",Wied il-Għajn,Recreation,Yes
14379,"1499750823",Pizzeria dell Etna,,,,,,,,"""amenity""=>""restaurant""",Wied il-Għajn,Recreation,Yes
14382,"1498153674",,,,,,,,,"""leisure""=>""slipway"",""seamark:information""=>""by car"",""seamark:small_craft_facility:category""=>""slipway"",""seamark:type""=>""small_craft_facility""",Wied il-Għajn,Recreation,Yes
14384,"393730559",,,,,,,,,"""noexit""=>""yes""",Wied il-Għajn,Others,Yes
14385,"1397069171",,,,,,,,,"""amenity""=>""fountain""",Wied il-Għajn,Others,Yes
14386,"1395397756",,,,,,,,,"""designation""=>""Memorial Garden"",""historic""=>""memorial""",Wied il-Għajn,Recreation,Yes
14387,"792640166",,,,,,,,,"""noexit""=>""yes""",Wied il-Għajn,Others,Yes
14389,"1397069170",La Verdura,,,,,,,,"""shop""=>""greengrocer""",Wied il-Għajn,Shopping,Yes
14390,"1395409625",Steve's Ironmongery,,,,,,,,"""shop""=>""doityourself""",Wied il-Għajn,Shopping,Yes
14391,"387755600",,,,,,,,,"""amenity""=>""restaurant""",Wied il-Għajn,Recreation,Yes
14392,"1395409637",,,,,,,,,"""access""=>""yes"",""amenity""=>""toilets"",""fee""=>""no"",""gender_segregated""=>""yes"",""toilets:disposal""=>""flush"",""toilets:position""=>""seated;urinal""",Wied il-Għajn,Personal Errands,Yes
14396,"2971228904",Chloe's corner shop,,,,,,,,"""opening_hours""=>""Mo-Fr 06:00-22:00; Sa 08:00-20:00; Su 08:00-13:00"",""shop""=>""convenience""",Wied il-Għajn,Shopping,Yes
14399,"9212719117",Kyle’s Żonqor Point,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""1"",""addr:street""=>""Triq Ghar ix-Xama"",""amenity""=>""restaurant""",Wied il-Għajn,Recreation,Yes
14400,"10736499519",,,,,,,,,"""amenity""=>""charging_station"",""fee""=>""yes"",""website""=>""https://chargemyride.mt/""",Wied il-Għajn,Others,Yes
14401,"12399891557",,,,,,,,survey_point,,Wied il-Għajn,Others,Yes
14402,"13035487546",Dive Med,,,,,,,,"""amenity""=>""dive_centre""",Wied il-Għajn,Others,Yes
14403,"13190465812",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""21"",""addr:street""=>""Triq Għar ix-Xama""",Wied il-Għajn,Others,Yes
14404,"13190465813",,,,,,,,,"""addr:city""=>""Marsaskala"",""addr:housenumber""=>""1"",""addr:street""=>""Triq Għar ix-Xama""",Wied il-Għajn,Others,Yes
14405,"13206206573",,,,,,,,,"""amenity""=>""recycling"",""recycling_type""=>""container""",Wied il-Għajn,Others,Yes
14406,"13614878293",Mini Blue Hole (Dive Site),,,,,,,,"""natural""=>""reef""",Wied il-Għajn,Others,Yes
14407,"13649517430",Pirates and Corsairs Museum,,,,,,,,"""opening_hours""=>""Mo-Su 10:00-16:30"",""tourism""=>""museum"",""website""=>""https://www.wirtartna.org/st-thomas-tower""",Wied il-Għajn,Recreation,Yes
14408,"3392456335",L-Arkata ta' Hompesch,,,,,,,,"""heritage""=>""2"",""historic""=>""monument"",""name:en""=>""Hompesch Arch"",""name:mt""=>""L-Arkata ta' Hompesch"",""ref:nicpmi""=>""00006"",""wikidata""=>""Q19685194"",""wikimedia_commons""=>""Category:Hompesch Arch"",""wikipedia""=>""en:Hompesch Gate""",Ħaż-Żabbar,Recreation,Yes
14413,"5063511475",,,,,,,,,"""amenity""=>""recycling"",""recycling_type""=>""container""",Ħaż-Żabbar,Others,Yes
14414,"5585829821",Zeffie's Bistro & Pizzeria,,,,,,,,"""amenity""=>""restaurant"",""mobile""=>""+356 7900 7744"",""website""=>""http://www.zeffiesmalta.com/""",Ħaż-Żabbar,Recreation,Yes
14417,"6190462585",Health food shop,,,,,,,,"""shop""=>""convenience""",Ħaż-Żabbar,Shopping,Yes
14418,"6190462385",arts and crafts,,,,,,,,"""shop""=>""stationery""",Ħaż-Żabbar,Shopping,Yes
14419,"4254125817",Maxims,,,,,,,,"""amenity""=>""fast_food"",""cuisine""=>""pastizzerija;bakery""",Ħaż-Żabbar,Recreation,Yes
14421,"4261512489",Miracle Foods,,,,,,,,"""shop""=>""butcher""",Ħaż-Żabbar,Shopping,Yes
14424,"5063510302",C&C Petshop,,,,,,,,"""shop""=>""pet""",Ħaż-Żabbar,Shopping,Yes
14425,"7190224586",MyConvenience Żabbar 1,,,,,,,,"""addr:city""=>""Ħaż-Żabbar"",""addr:street""=>""Triq il-Labour"",""operator""=>""MyConvenience / MySupermarket (Malta)"",""shop""=>""convenience"",""website""=>""https://my.mt/locations/""",Ħaż-Żabbar,Shopping,Yes
14426,"8417724973",Josef Car Dealer,,,,,,,,"""phone""=>""+35621803161"",""shop""=>""car""",Ħaż-Żabbar,Shopping,Yes
14427,"8417724974",Fava Auto Dealers,,,,,,,,"""shop""=>""car""",Ħaż-Żabbar,Shopping,Yes
14428,"8417724987",The Bottle Store,,,,,,,,"""contact:facebook""=>""https://www.facebook.com/p/The-Bottle-Store-100057217429451/"",""shop""=>""yes""",Ħaż-Żabbar,Shopping,Yes
14431,"12694747138",,,,,,,,,"""amenity""=>""toilets""",Ħaż-Żabbar,Personal Errands,Yes
14432,"12694747139",,,,,,,,,"""emergency""=>""defibrillator"",""indoor""=>""no""",Ħaż-Żabbar,Others,Yes
14439,"5276903885",Ċentru Nażaret,,,,,,,,"""amenity""=>""place_of_worship"",""denomination""=>""roman_catholic"",""name:mt""=>""Centru Nazaret"",""religion""=>""christian""",Ħaż-Żabbar,Recreation,Yes
14440,"7236287785",,,,,,,,,"""amenity""=>""atm""",Ħaż-Żabbar,Personal Errands,Yes
14441,"5276893600",,,,,,,,,"""amenity""=>""recycling"",""recycling_type""=>""container""",Ħaż-Żabbar,Others,Yes
14443,"7148746486",,,,,,,,,"""amenity""=>""recycling"",""recycling_type""=>""container""",Ħaż-Żabbar,Others,Yes
14445,"13148976848",,,,,,,,survey_point,,Ħaż-Żabbar,Others,Yes
14447,"9707716991",,,,,,,,,"""historic""=>""memorial"",""inscription""=>""MAFKAR F' ĠIEĦ IŻ-ŻABBARIN 
LI MIETU FIT-TIENI GWERRA DINJIJA

IMWAQQAF MILL-KUNSILL LOKALI
U MIKXUF MIS-SINDKU
DOMENIC AGIUS

1 TA;FRAR 2003"",""memorial""=>""plaque"",""openplaques:id""=>""56981""",Ħaż-Żabbar,Recreation,Yes
14450,"9467190071",,,,,,,,,"""artwork_type""=>""statue"",""description""=>""A bust with inscription of the Grandmaster Ferdinand von Hompesch. Commissioned by the Civic Council in 1993-9-1 openplaques:id 56547"",""inscription""=>""FERDINAND VON HOMPESCH GRAN MASTRU TA' L-ORDNI TA' SAN GWANN F' MALTA 1797 - 1798"",""material""=>""metal"",""openplaques:id""=>""56546"",""tourism""=>""artwork""",Ħaż-Żabbar,Recreation,Yes
14451,"5063510304",,,,,,,,,"""amenity""=>""bar""",Ħaż-Żabbar,Recreation,Yes
14452,"3519692730",,,,,,,,,"""amenity""=>""pharmacy"",""healthcare""=>""pharmacy""",Ħaż-Żabbar,Medical Purpose,Yes
14453,"3519692729",,,,,,,,,"""amenity""=>""dentist"",""healthcare""=>""dentist""",Ħaż-Żabbar,Medical Purpose,Yes
14454,"3519692731",,,,,,,,,"""amenity""=>""doctors"",""healthcare""=>""doctor""",Ħaż-Żabbar,Medical Purpose,Yes
14455,"9740272794",Statwa ta' San Pawl,,,,,,,,"""artwork_type""=>""statue"",""description""=>""Statue of St. Paul"",""material""=>""stone"",""tourism""=>""artwork""",Ħaż-Żabbar,Recreation,Yes
14456,"9740272795",Statwa ta' San Pietru,,,,,,,,"""artwork_type""=>""statue"",""description""=>""Statue of St. Peter"",""material""=>""stone"",""tourism""=>""artwork""",Ħaż-Żabbar,Recreation,Yes
14459,"5063510306",Tony's Photo Studio,,,,,,,,"""craft""=>""photographer"",""opening_hours""=>""Mo-Fr 08:30-12:30,16:00-19:00; Sa 08:30-12:30""",Ħaż-Żabbar,Commuting to work,Yes
14460,"11076864710",Tal-Grazzja Pastizzeria,,,,,,,,"""amenity""=>""fast_food"",""cuisine""=>""pastizzerija""",Ħaż-Żabbar,Recreation,Yes
14461,"5063510307",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Ħaż-Żabbar,Personal Errands,Yes
14462,"11076864707",Pizza Star,,,,,,,,"""amenity""=>""fast_food"",""cuisine""=>""pizza""",Ħaż-Żabbar,Recreation,Yes
14463,"10712053093",,,,,,,,,"""historic""=>""memorial"",""inscription""=>""T' ILMO. T RMO. MONS C. VESCOVO LAPINI
CONCEDE GIORNI 60 FI INDULGENZA
HR RECITERA UN AVE MARIA
AVANTI QUEST IMMAGINE DI MARIA
PRUINE DELLE GRAZIE
CONCESSA LI 28. SETTEMBRE 1801"",""memorial""=>""plaque"",""openplaques:id""=>""58449""",Ħaż-Żabbar,Recreation,Yes
14464,"10865052621",Żagħżagħ Żazzjoni Kattolika,,,,,,,,"""club""=>""youth"",""operator""=>""Parroċċa Żabbar""",Ħaż-Żabbar,Others,Yes
14465,"10865052620",Saint Patrick's Football Club,,,,,,,,"""club""=>""sport"",""sport""=>""football""",Ħaż-Żabbar,Others,Yes
14466,"4628063088",,,,,,,,,"""crossing""=>""pelican""",Ħaż-Żabbar,Others,Yes
14469,"10712053094",,,,,,,,,"""historic""=>""memorial"",""inscription""=>""B' TIFKIRA TAL-25 SENA
MINN META L-PERIT
DUMINKU MINTOFF
SAR MEXXEJJ TAL-PARTIT
TAL-HADDIEMA F' MALTA
1949-1974"",""memorial""=>""plaque"",""openplaques:id""=>""58450""",Ħaż-Żabbar,Recreation,Yes
14471,"9363279083",Kunsill Lokali Ħaż-Żabbar,,,,,,,,"""amenity""=>""townhall"",""operator""=>""Gvern ta' Malta"",""operator:type""=>""government"",""operator:wikidata""=>""Q5589242"",""townhall:type""=>""town""",Ħaż-Żabbar,Personal Errands,Yes
14472,"9363279084",Berġa ta' Ħaż-Żabbar,,,,,,,,"""amenity""=>""clinic"",""healthcare""=>""clinic"",""operator""=>""Gvern ta' Malta"",""operator:type""=>""government"",""operator:wikidata""=>""Q5589242""",Ħaż-Żabbar,Medical Purpose,Yes
14473,"11076864708",BBQ,,,,,,,,"""amenity""=>""fast_food"",""cuisine""=>""kebab""",Ħaż-Żabbar,Recreation,Yes
14474,"10794003747",,,,,,,,,"""historic""=>""memorial"",""inscription""=>""F' DIN ID-DAR GĦIX
FRANCESCO SAVERIO BRIFFA
FUNDATUR TAS-
SOĊJETA FILARMONIKA
MARIA MATER GRATIAE
1854 - 1889"",""memorial""=>""plaque"",""openplaques:id""=>""58517""",Ħaż-Żabbar,Recreation,Yes
14475,"10793995708",,,,,,,,,"""denomination""=>""roman_catholic"",""historic""=>""wayside_shrine"",""inscription""=>""S.EC.REVMA.MONS.VESCOVO PACE 
CONCEDE 40 GIORNI 
A CHI RECITA UN PATER AVE E GLORIA
AVANTI QUEST IMAGINE DI S. FRANCESCO
CONCESSA L' 18 DICEMBRE 1895"",""openplaques:id""=>""58516"",""religion""=>""christian""",Ħaż-Żabbar,Recreation,Yes
14476,"5063511476",Southgate,,,,,,,,"""amenity""=>""dentist"",""healthcare""=>""dentist""",Ħaż-Żabbar,Medical Purpose,Yes
14477,"11100225857",Joe's Garage,,,,,,,,"""amenity""=>""car_rental""",Ħaż-Żabbar,Others,Yes
14478,"11100225865",Sala Notre Dame,,,,,,,,"""amenity""=>""theatre""",Ħaż-Żabbar,Recreation,Yes
14479,"11100225876",Number 22,,,,,,,,"""office""=>""religion""",Ħaż-Żabbar,Commuting to work,Yes
14480,"12694747274",,,,,,,,survey_point,,Ħaż-Żabbar,Others,Yes
14481,"12694747281",,,,,,,,survey_point,,Ħaż-Żabbar,Others,Yes
14483,"5626280622",daves,,,,,,,,"""opening_hours""=>""Mo-Sa 07:00-21:00; Su 07:00-20:00"",""shop""=>""supermarket""",Ħaż-Żabbar,Shopping,Yes
14485,"5626285321",Ta' Spiru Fried Chicken,,,,,,,,"""addr:street""=>""Triq Villabate"",""amenity""=>""fast_food"",""cuisine""=>""burger;chicken"",""opening_hours""=>""Su, Tu-Th 17:00-23:00; Fr-Sa 11:00-23:00""",Ħaż-Żabbar,Recreation,Yes
14486,"5629892022",Sphinx,,,,,,,,"""shop""=>""confectionery""",Ħaż-Żabbar,Shopping,Yes
14488,"5626280422",Ganza,,,,,,,,"""shop""=>""convenience""",Ħaż-Żabbar,Shopping,Yes
14490,"5677981376",,,,,,,,,"""amenity""=>""recycling"",""recycling_type""=>""container""",Ħaż-Żabbar,Others,Yes
14491,"5182914557",Gamblu,,,,,,,,"""shop""=>""confectionery""",Ħaż-Żabbar,Shopping,Yes
14492,"11076951467",,,,,,,,,"""denomination""=>""roman_catholic"",""historic""=>""wayside_shrine"",""inscription""=>""IMAGINEM. HANC
S.PATRIARCHÆ. JOSEPH
PIE. COLENTIBUS
ILL.LT. RMUS. DNUS.
FR. VINCENTIUS.LABINIUS.EPUS.MELIT
DIE 14. DECEMBRIS. 1786
PERPETUAM 40.DIFRUM.INDULGENTIA
CONCESSIT
RECITATIS.SEMEL.ORATIONE.DOMINICA
LT.SALUTATIONE.ANGELICA"",""religion""=>""christian"",""start_date""=>""1784-12-14"",""wikimedia_commons""=>""File:Statwa_ta'_San_Ġużepp_fi_Triq_San_Ġużepp_Statwa_u_tinqixa.jpg""",Ħaż-Żabbar,Recreation,Yes
14494,"5144749193",,,,,,,,,"""shop""=>""appliance""",Ħaż-Żabbar,Shopping,Yes
14495,"11787208598",Antoine Fenech Florist,,,,,,,,"""operator""=>""Antoine Fenech Florist"",""shop""=>""florist""",Ħaż-Żabbar,Shopping,Yes
14496,"3339905867",AMIGOS,,,,,,,,"""amenity""=>""restaurant"",""website""=>""https://amigos.com.mt/""",Ħaż-Żabbar,Recreation,Yes
14497,"5144749190",,,,,,,,,"""amenity""=>""recycling"",""recycling_type""=>""container""",Ħaż-Żabbar,Others,Yes
14502,"10593963178",,,,,,,,,"""amenity""=>""recycling"",""recycling_type""=>""container""",Ħaż-Żabbar,Others,Yes
14503,"10593963179",,,,,,,,,"""amenity""=>""post_box"",""operator""=>""MaltaPost"",""operator:wikidata""=>""Q4171158"",""website""=>""https://www.maltapost.com""",Ħaż-Żabbar,Personal Errands,Yes
14504,"11100032541",Nonix Shoes and Accessories,,,,,,,,"""shop""=>""shoes""",Ħaż-Żabbar,Shopping,Yes
14505,"10865052623",Feliċe Pharmacy,,,,,,,,"""amenity""=>""pharmacy"",""healthcare""=>""pharmacy""",Ħaż-Żabbar,Medical Purpose,Yes
14506,"11100032540",Dental Clinic,,,,,,,,"""amenity""=>""dentist"",""healthcare""=>""dentist""",Ħaż-Żabbar,Medical Purpose,Yes
14507,"7376430676",Big Bun Bakery,,,,,,,,"""opening_hours""=>""24/7"",""payment:cash""=>""yes"",""payment:credit_cards""=>""yes"",""shop""=>""bakery""",Ħaż-Żabbar,Shopping,Yes
14508,"6765235787",Ottoman by Posh Turkish,,,,,,,,"""addr:street""=>""Triq is-Santwarju"",""amenity""=>""restaurant"",""cuisine""=>""balkan;burger;breakfast;coffee_shop;diner;donut;grill;kebab;pizza;sausage;tea;turkish"",""diet:vegetarian""=>""yes"",""email""=>""info@posh.com.mt"",""internet_access""=>""wlan"",""opening_hours""=>""Mo-Su 09:00-01:00"",""operator""=>""Erdal Kara"",""phone""=>""+356 2738 3275""",Ħaż-Żabbar,Recreation,Yes
